/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_15d_0_notcramped_notrotated/RAND_CLS_4.png,0
/home/elvis/DATASET/DATA/scatter_data/satimage/GDA_CLS_6.png,0
/home/elvis/DATASET/DATA/scatter_data/n100-d5-c5-spr0.2-out0/KNNG_CLS_1.png,1
/home/elvis/DATASET/DATA/scatter_data/cmc/LPP_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/efashion_origClassLabels/DSC_CLS_7.png,0
/home/elvis/DATASET/DATA/scatter_data/Hill_Valley_with_noise_Testing/GDA_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/soybean/GDA_CLS_1.png,4
/home/elvis/DATASET/DATA/scatter_data/efashion_origClassLabels/LPP_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/cereal_origClassLabels/PCA_CLS_5.png,1
/home/elvis/DATASET/DATA/scatter_data/dermatology/RAND_CLS_5.png,1
/home/elvis/DATASET/DATA/scatter_data/fisheries_clusteredByHarvestRule/GDA_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/ecoliproteins/LDA_CLS_3.png,4
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_5d_25_cramped_rotated/GDA_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/fisheries_clusteredByEscapementTarget/TSNE_CLS_1.png,1
/home/elvis/DATASET/DATA/scatter_data/Connectionist_Bench_Vowel_Recognition_Deterding_Data/LDA_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/cmc/LDA_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/Connectionist_Bench_Vowel_Recognition_Deterding_Data/GDA_CLS_7.png,0
/home/elvis/DATASET/DATA/scatter_data/cars03Cropped_d1_origClassLabels/GDA_CLS_1.png,2
/home/elvis/DATASET/DATA/scatter_data/lenses/GDA_CLS_3.png,3
/home/elvis/DATASET/DATA/scatter_data/digits5_8/MDS_CLS_4.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_6d_0_notcramped_notrotated/NCA_CLS_4.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_15d_25_cramped_rotated/DSC_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/worldmap_origClassLabels/TSNE_CLS_1.png,5
/home/elvis/DATASET/DATA/scatter_data/italianwines/GDA_CLS_9.png,0
/home/elvis/DATASET/DATA/scatter_data/JavierGeneratedData_3dinterleaved_4classes_origClassLabels/DSC_CLS_2.png,4
/home/elvis/DATASET/DATA/scatter_data/ms_interleaved_120_240_3d_25_centeredClusters/LPP_CLS_2.png,4
/home/elvis/DATASET/DATA/scatter_data/page-blocks/DSC_CLS_5.png,2
/home/elvis/DATASET/DATA/scatter_data/worldmap_origClassLabels/LDA_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_15d_0_notcramped_notrotated/LPP_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_10d_0_notcramped_notrotated/RAND_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/Connectionist_Bench_Vowel_Recognition_Deterding_Data/NCA_CLS_1.png,0
/home/elvis/DATASET/DATA/scatter_data/soybean/KNNG_CLS_1.png,4
/home/elvis/DATASET/DATA/scatter_data/n500-d10-c3-spr0.1-out0/NCA_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/n100-d10-c3-spr0.2-out0/DSC_CLS_2.png,1
/home/elvis/DATASET/DATA/scatter_data/n100-d10-c5-spr0.2-out0/DSC_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/waveform/TSNE_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/Statlog_Image_Segmentation/NCA_CLS_1.png,0
/home/elvis/DATASET/DATA/scatter_data/JavierGeneratedData_3dinterleaved_5classes_origClassLabels/LDA_CLS_1.png,2
/home/elvis/DATASET/DATA/scatter_data/pima-indians-diabetes/KNNG_CLS_1.png,0
/home/elvis/DATASET/DATA/scatter_data/efashion_origClassLabels/KNNG_CLS_5.png,2
/home/elvis/DATASET/DATA/scatter_data/bbdm13_origClassLabels/MDS_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/boston_origClassLabels/DSC_CLS_1.png,4
/home/elvis/DATASET/DATA/scatter_data/yeast_origClassLabels/PCA_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/n500-d5-c5-spr0.1-out0/NCA_CLS_3.png,2
/home/elvis/DATASET/DATA/scatter_data/fisheries_clusteredByHarvestRule/MDS_CLS_6.png,4
/home/elvis/DATASET/DATA/scatter_data/movement_libras/TSNE_CLS_14.png,4
/home/elvis/DATASET/DATA/scatter_data/test___interleaved_100_200_10d_0_notcramped_notrotated/DSC_CLS_3.png,0
/home/elvis/DATASET/DATA/scatter_data/cars03Cropped_d3_origClassLabels/LPP_CLS_8.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_6d_25_cramped_rotated/LDA_CLS_1.png,0
/home/elvis/DATASET/DATA/scatter_data/page-blocks/TSNE_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/n500-d5-c5-spr0.2-out0/GDA_CLS_2.png,0
/home/elvis/DATASET/DATA/scatter_data/processed.cleveland/LPP_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/interleaved_100_200_15d_25_cramped_rotated/MDS_CLS_5.png,0
/home/elvis/DATASET/DATA/scatter_data/breast-cancer-wisconsin_origClassLabels/GDA_CLS_2.png,1
/home/elvis/DATASET/DATA/scatter_data/fisheries_clusteredByHarvestRule/KNNG_CLS_6.png,4
/home/elvis/DATASET/DATA/scatter_data/n100-d5-c3-spr0.1-out0/GDA_CLS_3.png,0
