121,323,0
135,247,0
141,491,1
147,332,0
164,217,0
171,297,0
173,498,0
189,241,0
202,414,0
215,270,0
220,391,0
230,208,0
238,776,1
247,261,0
247,926,0
254,808,0
261,383,0
262,230,0
262,862,0
272,894,0
273,318,0
282,533,0
283,286,0
292,866,0
293,155,0
299,221,0
306,944,1
314,252,0
314,297,0
325,801,1
327,176,0
330,565,1
336,852,0
340,503,0
341,449,0
342,268,0
350,687,1
352,893,0
353,158,0
360,634,1
369,204,0
371,349,0
373,305,0
374,242,0
374,514,1
377,570,0
379,829,0
381,887,0
386,675,0
391,765,1
415,470,0
420,295,0
429,583,0
432,539,0
438,408,0
438,619,0
440,314,0
446,444,0
456,203,0
464,577,0
467,500,0
467,543,0
468,373,0
474,672,0
474,700,0
479,230,0
480,413,0
492,180,0
493,442,0
496,275,0
500,532,0
503,496,0
503,604,1
505,567,1
506,386,0
516,344,0
522,840,0
525,414,0
525,639,0
528,462,0
532,203,0
540,495,1
542,308,0
543,259,0
544,94,0
545,598,0
546,381,1
556,434,1
559,708,0
566,805,0
567,622,0
575,353,0
576,151,0
579,280,0
583,401,1
590,204,0
590,676,0
590,792,0
594,318,0
595,520,0
600,757,0
602,480,0
609,426,1
614,555,0
616,120,0
617,345,0
620,647,1
622,294,1
623,153,0
623,260,0
634,477,0
643,315,0
645,369,0
648,226,0
651,698,0
651,809,0
652,405,0
656,751,0
660,150,0
661,522,0
664,275,0
665,334,0
666,852,0
669,460,0
672,198,0
677,716,0
690,666,0
691,304,1
694,398,0
700,350,0
702,237,0
726,304,1
726,533,0
728,581,0
748,514,0
761,259,0
762,450,0
767,551,0
785,310,0
793,387,0
799,527,1
810,556,0
827,595,0
828,272,0
830,304,0
851,561,0
859,351,0
872,530,0
897,296,1
897,352,0
905,260,0
