121,336,0
157,335,0
157,503,0
166,424,0
167,154,0
173,405,0
173,407,0
174,196,0
174,533,0
178,588,0
179,307,0
182,387,0
182,442,0
184,319,0
188,406,0
198,413,0
207,289,0
208,369,0
209,333,0
213,681,0
218,611,0
223,290,0
223,421,0
225,214,0
225,389,0
225,393,0
226,587,0
226,744,0
230,747,0
231,459,0
231,812,0
233,319,0
234,448,0
234,509,0
238,439,0
239,817,0
240,317,0
243,395,0
244,342,0
244,374,0
244,563,0
245,288,0
247,215,0
247,390,0
249,622,0
250,312,0
251,211,0
251,267,0
251,271,0
252,518,0
253,243,0
253,669,0
254,364,0
257,271,0
257,387,0
257,542,0
258,318,0
258,427,0
259,231,0
259,275,0
260,245,0
260,250,0
260,717,0
261,202,0
261,579,0
262,829,0
264,293,0
264,453,0
264,944,0
266,477,0
266,810,0
267,630,0
267,847,0
269,290,0
269,704,0
270,269,0
270,600,0
272,516,0
273,455,0
273,506,0
274,525,0
277,413,0
283,334,0
283,441,0
284,920,0
286,677,0
287,399,0
288,660,0
288,794,0
291,209,0
291,652,0
292,466,0
292,786,0
293,556,0
294,516,0
294,651,0
294,658,0
295,197,0
295,682,0
295,843,0
297,508,0
297,860,0
298,543,0
299,245,0
299,369,0
299,535,0
300,217,0
302,212,0
302,398,0
304,232,0
304,360,0
304,560,0
306,115,0
306,197,0
306,561,0
307,312,0
307,377,0
307,474,0
308,127,0
308,466,0
310,592,0
310,769,0
311,298,0
313,416,0
314,716,0
314,835,0
316,453,0
316,593,0
319,318,0
320,791,0
320,795,0
321,567,0
323,424,0
324,575,0
324,725,0
325,126,0
326,105,0
326,172,0
328,736,0
329,467,0
329,469,0
329,622,0
331,371,0
331,478,0
334,299,0
334,429,0
334,734,0
334,735,0
336,591,0
336,644,0
337,351,0
337,377,0
339,373,0
340,174,0
342,229,0
342,738,0
342,800,0
343,809,0
344,679,0
344,835,0
345,463,0
345,592,0
346,414,0
346,668,0
347,297,0
347,312,0
347,413,0
347,726,0
349,461,0
349,686,0
350,742,0
350,815,0
351,426,0
351,429,0
353,652,0
354,187,0
355,370,0
356,319,0
356,392,0
356,616,0
356,844,0
357,358,0
357,406,0
357,686,0
358,258,0
359,476,0
359,650,0
359,668,0
362,419,0
362,756,0
363,374,0
363,799,0
366,497,0
367,318,0
368,319,0
368,688,0
369,610,0
370,714,0
371,464,0
372,781,0
373,793,0
374,212,0
374,328,0
374,349,0
374,841,0
375,210,0
375,275,0
375,391,0
375,803,0
376,150,0
376,713,0
376,844,0
378,196,0
378,340,0
378,499,0
379,774,0
379,925,0
380,607,0
381,773,0
384,859,0
385,256,0
385,366,0
386,325,0
386,354,0
388,381,0
388,437,0
388,732,0
388,822,0
390,767,0
391,739,0
393,260,0
393,312,0
393,354,0
394,560,0
394,681,0
396,377,0
396,502,0
397,683,0
398,176,0
398,421,0
399,397,0
399,732,0
400,401,0
400,674,0
400,764,0
401,255,0
403,576,0
403,854,0
404,225,0
404,604,0
404,633,0
406,268,0
406,731,0
407,709,0
407,733,0
409,138,0
409,640,0
410,402,0
410,504,0
411,247,0
411,461,0
411,712,0
413,331,0
414,576,0
414,780,0
415,287,0
415,345,0
415,631,0
418,604,0
418,651,0
419,560,0
421,598,0
422,706,0
422,774,0
423,611,0
424,93,0
424,781,0
427,639,0
428,676,0
428,779,0
431,342,0
432,677,0
433,421,0
434,481,0
437,789,0
440,799,0
441,713,0
441,838,0
442,477,0
443,749,0
444,249,0
445,244,0
445,492,0
447,197,0
450,356,0
451,619,0
451,734,0
451,769,0
453,407,0
453,867,0
456,748,0
457,475,0
458,423,0
459,496,0
460,663,0
461,467,0
462,636,0
464,608,0
465,876,0
466,454,0
467,150,0
467,565,0
468,352,0
469,754,0
470,617,0
470,849,0
472,363,0
472,590,0
473,445,0
474,391,0
474,597,0
476,839,0
478,546,0
479,231,0
479,483,0
479,621,0
480,294,0
480,304,0
480,357,0
481,496,0
482,722,0
482,822,0
482,846,0
483,457,0
483,724,0
484,773,0
485,454,0
486,280,0
486,314,0
486,506,0
487,777,0
492,140,0
492,295,0
492,811,0
493,379,0
493,393,0
493,409,0
494,633,0
494,762,0
494,820,0
494,880,0
496,333,0
497,169,0
497,241,0
497,356,0
497,431,0
498,370,0
499,682,0
501,773,0
505,218,0
506,723,0
507,620,0
507,651,0
508,850,0
509,392,0
509,419,0
509,496,0
510,326,0
510,853,0
511,574,0
511,849,0
513,282,0
514,302,0
514,617,0
514,734,0
515,222,0
515,473,0
516,268,0
516,765,0
516,768,0
517,222,0
518,413,0
519,678,0
521,878,0
523,320,0
523,392,0
523,770,0
524,319,0
525,517,0
525,697,0
526,340,0
528,608,0
529,735,0
529,801,0
531,344,0
531,602,0
531,855,0
532,426,0
532,612,0
532,832,0
533,626,0
533,637,0
534,812,0
535,336,0
536,451,0
537,335,0
537,618,0
538,504,0
538,587,0
539,385,0
539,665,0
540,419,0
540,681,0
542,588,0
544,370,0
546,442,0
548,772,0
549,656,0
550,519,0
551,600,0
552,347,0
552,700,0
553,349,0
554,221,0
554,772,0
555,530,0
555,621,0
557,410,0
557,584,0
558,633,0
558,654,0
558,780,0
560,456,0
561,235,0
562,291,0
563,519,1
565,578,1
568,358,0
568,813,0
569,888,0
570,371,1
570,628,0
571,686,0
573,602,0
574,582,0
575,794,0
577,648,1
580,495,1
580,621,0
581,516,0
583,328,0
583,502,0
584,368,0
586,144,0
586,470,0
587,671,0
587,755,0
589,549,0
592,334,0
592,360,0
592,402,0
593,402,0
593,866,0
594,220,0
595,476,0
595,701,0
596,397,0
596,791,0
597,591,0
598,444,0
599,583,0
600,490,0
601,284,0
601,517,1
602,437,0
603,413,0
603,656,0
603,722,0
603,876,0
604,433,0
604,546,0
604,744,0
606,215,0
606,339,0
608,422,1
609,191,0
609,729,0
611,628,0
612,756,0
615,571,1
618,158,0
619,303,0
619,349,0
620,289,0
620,600,0
621,490,0
623,563,0
625,713,0
628,506,0
628,546,0
629,190,0
629,481,0
629,643,0
630,438,1
630,867,0
633,449,1
633,547,1
633,561,0
634,511,1
635,256,0
636,759,0
637,297,0
639,294,0
640,254,0
640,424,0
640,465,0
641,457,0
641,547,1
641,716,1
642,202,0
642,293,1
642,362,0
643,432,1
644,359,0
646,458,1
646,697,0
647,361,0
647,681,1
648,808,0
650,652,1
653,154,0
653,445,0
656,484,0
657,279,0
658,432,0
658,544,1
658,659,0
659,374,0
659,385,0
659,660,0
659,730,0
660,215,0
660,481,1
660,511,0
660,603,1
660,855,0
661,616,0
661,633,0
661,762,0
662,362,0
663,255,0
663,281,1
664,422,0
665,269,0
665,360,0
665,766,0
667,463,1
668,375,1
668,414,1
668,501,0
669,658,0
672,317,0
672,415,1
673,252,0
673,338,0
673,471,1
673,610,1
674,479,0
675,478,0
679,257,0
679,388,0
680,445,1
681,755,0
682,437,0
683,383,0
683,492,1
684,399,1
