120,516,1
136,435,1
146,618,1
165,647,1
167,451,1
185,259,1
196,403,1
200,539,1
206,408,1
210,651,0
223,487,1
224,263,1
235,497,1
235,654,1
238,401,1
241,290,1
244,670,1
245,549,1
245,607,1
253,493,1
254,513,1
256,542,1
257,252,1
258,551,1
260,430,1
261,475,1
261,551,1
261,581,1
263,465,1
265,426,1
268,169,1
273,316,1
273,475,1
276,494,1
277,391,1
277,400,1
277,547,1
279,393,1
284,441,1
286,376,1
286,467,1
287,362,1
287,623,1
288,599,1
289,628,1
290,406,1
291,353,1
292,296,1
293,518,1
293,540,1
295,630,1
296,453,1
299,402,1
300,537,1
302,294,1
304,299,1
305,308,1
307,432,1
310,419,1
312,259,1
312,337,1
315,653,1
321,286,1
321,432,1
326,506,1
326,639,1
328,285,1
330,369,1
331,438,1
332,334,1
333,290,1
334,422,1
335,291,1
335,385,1
337,542,1
340,474,1
347,384,1
349,146,1
349,537,1
356,207,1
359,446,0
359,685,0
360,440,1
360,630,0
361,365,1
367,608,1
368,460,1
369,460,1
370,560,1
371,434,1
371,515,1
374,347,1
378,309,1
379,706,0
380,500,1
381,397,1
382,259,1
382,402,1
384,492,1
385,286,1
387,281,1
401,353,1
401,423,1
401,476,1
401,788,0
403,729,0
405,447,1
407,464,0
408,386,1
408,740,0
410,522,1
411,540,1
412,520,0
418,736,0
423,318,1
423,334,1
425,394,1
431,567,0
432,706,0
434,380,0
434,512,1
436,382,0
437,573,1
437,643,1
439,499,0
442,612,0
445,501,0
445,864,0
446,468,0
446,589,1
447,829,0
448,653,0
449,224,0
449,544,0
449,659,0
450,450,0
450,690,0
451,342,1
458,577,1
458,682,0
459,465,1
459,490,0
464,262,0
465,474,0
465,524,1
465,596,0
465,619,0
466,803,0
467,256,0
468,493,0
468,602,1
468,804,0
469,397,0
470,747,0
472,427,1
475,381,0
475,632,0
475,649,0
476,944,0
479,547,1
479,593,0
480,504,1
480,536,1
484,599,0
485,486,0
485,564,0
485,685,0
488,683,0
489,328,0
490,512,0
491,783,0
493,866,0
494,698,0
496,619,0
497,575,0
500,451,1
501,635,0
506,639,0
506,768,0
507,558,0
510,320,0
510,414,1
510,654,0
510,784,0
518,616,0
518,664,0
519,653,0
520,593,0
521,775,0
523,437,0
523,447,1
523,575,0
526,733,0
527,283,0
527,430,0
527,637,0
528,94,0
528,208,0
530,536,0
530,578,0
531,424,0
531,510,0
532,466,1
532,935,0
533,317,0
533,848,0
534,570,0
535,460,0
535,480,0
535,876,0
536,512,0
536,598,0
536,780,0
537,623,0
538,475,0
538,604,0
538,625,0
539,549,0
539,727,0
540,434,0
541,634,0
542,275,0
543,546,0
543,655,0
545,323,0
546,390,1
548,758,0
550,350,0
551,709,0
552,606,0
554,501,0
554,649,0
554,863,0
555,627,0
555,730,0
555,769,0
557,358,0
557,428,0
558,356,0
558,756,0
559,543,0
561,564,0
562,676,0
564,539,0
564,648,0
565,305,0
565,706,0
566,561,0
568,653,0
568,762,0
569,407,0
570,415,0
570,712,0
571,393,0
572,804,0
573,454,0
574,261,0
574,443,0
574,507,0
576,580,0
576,605,0
577,385,0
578,793,0
578,834,0
581,337,0
581,361,0
583,579,0
583,910,0
584,333,0
586,768,0
586,851,0
587,422,0
588,759,0
588,768,0
589,662,0
590,396,0
591,481,0
591,634,0
592,316,0
592,385,0
592,504,0
592,656,0
592,697,0
594,498,0
594,647,0
595,214,0
595,370,0
596,134,0
597,362,0
597,470,0
597,621,0
599,794,0
601,554,0
601,617,0
604,544,0
604,716,0
605,494,0
605,621,0
605,794,0
606,336,0
606,389,0
606,447,0
606,504,0
608,644,0
609,405,0
609,413,0
609,529,0
609,735,0
609,821,0
610,466,0
611,370,0
611,387,0
611,395,0
612,272,0
612,786,0
613,482,0
613,614,0
614,625,0
615,191,0
615,432,0
615,441,0
615,693,0
615,726,0
616,610,0
617,321,0
617,672,0
618,337,0
618,520,0
619,428,0
620,281,0
620,507,0
620,518,0
620,569,0
620,592,0
620,714,0
621,363,0
621,371,0
622,617,0
625,403,0
625,470,0
625,501,0
625,566,0
625,578,0
626,551,0
627,625,0
628,575,0
628,819,0
629,352,0
630,376,0
630,389,0
630,642,0
631,525,0
632,540,0
632,546,0
632,743,0
634,453,0
635,413,0
635,527,0
635,657,0
636,717,0
638,432,0
638,462,0
639,582,0
640,671,0
642,390,0
643,342,0
643,466,0
643,566,0
644,697,0
645,632,0
648,313,0
648,463,0
648,612,0
649,357,0
649,596,0
650,330,0
650,390,0
650,587,0
650,687,0
651,324,0
651,332,0
654,582,0
654,714,0
655,413,0
655,610,0
656,375,0
656,618,0
656,736,0
658,228,0
658,614,0
659,463,0
660,420,0
660,446,0
660,559,0
661,533,0
662,529,0
663,388,0
664,583,0
665,782,0
666,432,0
666,450,0
666,486,0
667,365,0
667,371,0
667,467,0
667,671,0
670,463,0
671,392,0
671,394,0
672,251,0
672,345,0
674,373,0
674,553,0
675,503,0
676,326,0
676,362,0
676,452,0
677,472,0
678,123,0
678,683,0
679,286,0
679,308,0
679,343,0
680,577,0
680,714,0
681,422,0
682,535,0
684,445,0
684,479,0
684,802,0
685,446,0
685,484,0
685,721,0
687,692,0
687,758,0
689,115,0
689,388,0
690,336,0
694,277,0
694,557,0
695,326,0
696,456,0
697,472,0
697,508,0
697,607,0
699,766,0
702,275,0
703,327,0
703,754,0
704,246,0
705,423,0
706,292,0
706,328,0
707,376,0
710,407,0
711,252,0
713,622,0
715,538,0
718,688,0
719,690,0
720,581,0
725,208,0
727,389,0
727,620,0
728,374,0
729,490,0
733,408,0
736,229,0
736,319,0
738,356,0
740,465,0
742,442,0
743,203,0
745,487,0
745,781,0
750,416,0
755,281,0
755,415,0
757,438,0
758,362,0
765,763,0
769,339,0
773,680,0
774,282,0
781,220,0
783,99,0
790,405,0
792,507,0
797,316,0
801,357,0
810,259,0
821,441,0
845,283,0
845,541,0
856,771,0
863,537,0
865,464,0
905,255,0
