121,599,1
134,558,1
134,643,1
141,662,1
160,570,1
161,503,1
169,442,1
174,239,0
197,665,1
201,303,0
202,510,1
206,550,1
210,702,1
212,472,1
213,637,1
219,256,0
220,606,1
222,421,0
232,402,0
244,670,1
245,775,1
249,384,0
251,339,0
258,508,1
258,649,1
263,326,0
264,605,1
278,577,1
280,430,0
283,318,0
287,435,0
292,516,1
293,259,0
312,529,1
317,562,1
318,323,0
320,703,1
320,785,1
330,502,1
332,366,1
334,481,1
338,747,1
339,647,1
341,362,0
343,446,1
356,545,1
360,698,1
365,329,0
368,418,0
368,612,1
370,764,1
375,835,1
388,864,1
394,382,0
395,245,0
395,886,1
396,357,0
397,595,1
403,314,0
403,469,0
404,183,0
407,634,1
415,293,0
415,805,1
416,812,1
419,259,0
421,578,1
422,753,1
427,944,1
431,843,1
437,751,1
442,708,1
445,186,0
445,438,0
449,484,0
453,347,0
457,809,1
459,402,0
462,286,0
471,351,0
475,264,0
478,880,1
479,910,1
488,358,0
490,766,1
494,299,0
498,784,1
503,287,0
504,230,0
505,290,0
505,314,0
510,684,1
513,186,0
514,821,1
520,716,1
533,898,1
537,899,1
549,650,1
549,836,1
558,362,0
561,413,0
562,556,0
569,450,0
570,685,1
571,768,1
572,211,0
575,346,0
576,383,0
576,766,1
587,226,0
589,532,0
589,804,1
589,824,1
592,507,0
592,844,1
594,93,0
595,474,0
599,292,0
601,128,0
611,142,0
614,651,0
619,715,0
620,377,0
625,468,0
627,281,0
627,800,1
628,339,0
634,264,0
645,447,0
645,497,0
649,577,0
652,426,0
653,700,0
655,669,0
657,187,0
657,315,0
657,718,0
660,356,0
662,593,0
669,498,0
670,647,0
672,289,0
673,486,0
677,814,0
681,265,0
685,747,0
686,273,0
690,323,0
691,229,0
703,529,0
704,215,0
706,315,0
712,330,0
717,706,0
720,643,0
721,803,0
723,685,0
724,372,0
729,560,0
730,496,0
732,257,0
734,625,0
740,333,0
745,444,0
753,761,0
754,382,0
760,649,0
775,634,0
775,661,0
776,599,0
777,445,0
778,342,0
786,466,0
791,494,0
793,573,0
800,492,0
805,788,0
813,683,0
834,328,0
837,606,0
850,707,0
857,666,0
884,392,0
886,452,0
905,436,0
