[local] 5 -7 76.1068 (best c=32.0, g=0.0078125, rate=76.1068)
[local] -1 -7 62.5 (best c=32.0, g=0.0078125, rate=76.1068)
[local] 5 -1 82.487 (best c=32.0, g=0.5, rate=82.487)
[local] -1 -1 71.7448 (best c=32.0, g=0.5, rate=82.487)
[local] 11 -7 85.612 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -1 82.487 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 -13 62.3698 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 -13 43.5547 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -13 68.5547 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -7 54.8177 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -1 50.5208 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -13 43.4245 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 1 80.0781 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 1 73.0469 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 1 80.0781 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 1 51.9531 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -7 83.2682 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -1 82.5521 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -13 66.2109 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 1 80.0781 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 -11 64.5182 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 -11 54.4922 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -11 76.237 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -11 43.75 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -11 72.7865 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -7 71.3542 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -1 80.4688 (best c=2048.0, g=0.0078125, rate=85.612)
