[local] 5 -7 69.1406 (best c=32.0, g=0.0078125, rate=69.1406)
[local] -1 -7 48.8932 (best c=32.0, g=0.0078125, rate=69.1406)
[local] 5 -1 83.3333 (best c=32.0, g=0.5, rate=83.3333)
[local] -1 -1 71.7448 (best c=32.0, g=0.5, rate=83.3333)
[local] 11 -7 77.9948 (best c=32.0, g=0.5, rate=83.3333)
[local] 11 -1 84.375 (best c=2048.0, g=0.5, rate=84.375)
[local] 5 -13 42.0573 (best c=2048.0, g=0.5, rate=84.375)
[local] -1 -13 36.4583 (best c=2048.0, g=0.5, rate=84.375)
[local] 11 -13 56.0547 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 -7 40.9505 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 -1 62.8906 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 -13 36.5234 (best c=2048.0, g=0.5, rate=84.375)
[local] 5 1 82.2266 (best c=2048.0, g=0.5, rate=84.375)
[local] -1 1 70.5729 (best c=2048.0, g=0.5, rate=84.375)
[local] 11 1 82.6823 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 1 61.263 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 -7 74.8047 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 -1 84.1797 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 -13 51.6927 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 1 82.5521 (best c=2048.0, g=0.5, rate=84.375)
[local] 5 -11 50.7161 (best c=2048.0, g=0.5, rate=84.375)
[local] -1 -11 36.9792 (best c=2048.0, g=0.5, rate=84.375)
[local] 11 -11 64.6484 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 -11 36.7188 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 -11 60.3516 (best c=2048.0, g=0.5, rate=84.375)
[local] 3 -7 62.9557 (best c=2048.0, g=0.5, rate=84.375)
[local] 3 -1 79.4271 (best c=2048.0, g=0.5, rate=84.375)
[local] 3 -13 40.9505 (best c=2048.0, g=0.5, rate=84.375)
[local] 3 1 80.2083 (best c=2048.0, g=0.5, rate=84.375)
[local] 3 -11 43.8802 (best c=2048.0, g=0.5, rate=84.375)
[local] 5 -5 73.2422 (best c=2048.0, g=0.5, rate=84.375)
[local] -1 -5 57.1615 (best c=2048.0, g=0.5, rate=84.375)
[local] 11 -5 83.3984 (best c=2048.0, g=0.5, rate=84.375)
[local] -3 -5 47.7865 (best c=2048.0, g=0.5, rate=84.375)
[local] 9 -5 80.0781 (best c=2048.0, g=0.5, rate=84.375)
