[local] 5 -7 59.6354 (best c=32.0, g=0.0078125, rate=59.6354)
[local] -1 -7 44.6615 (best c=32.0, g=0.0078125, rate=59.6354)
[local] 5 -1 81.3151 (best c=32.0, g=0.5, rate=81.3151)
[local] -1 -1 71.0286 (best c=32.0, g=0.5, rate=81.3151)
[local] 11 -7 70.8333 (best c=32.0, g=0.5, rate=81.3151)
[local] 11 -1 84.5052 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -13 33.7891 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -13 29.4271 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -13 47.9167 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -7 34.6354 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -1 51.9531 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -13 29.362 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 1 82.0964 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 1 72.3958 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 1 83.0729 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 1 55.2083 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -7 67.0573 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -1 84.7005 (best c=512.0, g=0.5, rate=84.7005)
[local] 9 -13 43.2943 (best c=512.0, g=0.5, rate=84.7005)
[local] 9 1 83.0078 (best c=512.0, g=0.5, rate=84.7005)
[local] 5 -11 41.862 (best c=512.0, g=0.5, rate=84.7005)
[local] -1 -11 31.5104 (best c=512.0, g=0.5, rate=84.7005)
[local] 11 -11 58.0078 (best c=512.0, g=0.5, rate=84.7005)
[local] -3 -11 30.599 (best c=512.0, g=0.5, rate=84.7005)
[local] 9 -11 52.5391 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 -7 55.9245 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 -1 77.0833 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 -13 32.1615 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 1 79.8828 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 -11 36.4583 (best c=512.0, g=0.5, rate=84.7005)
[local] 5 -5 69.1406 (best c=512.0, g=0.5, rate=84.7005)
[local] -1 -5 48.5026 (best c=512.0, g=0.5, rate=84.7005)
[local] 11 -5 78.0599 (best c=512.0, g=0.5, rate=84.7005)
[local] -3 -5 43.8151 (best c=512.0, g=0.5, rate=84.7005)
[local] 9 -5 74.9349 (best c=512.0, g=0.5, rate=84.7005)
[local] 3 -5 62.3047 (best c=512.0, g=0.5, rate=84.7005)
[local] 15 -7 76.8229 (best c=512.0, g=0.5, rate=84.7005)
[local] 15 -1 85.026 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 -13 57.487 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 1 83.4635 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 -11 61.1979 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 -5 82.9427 (best c=32768.0, g=0.5, rate=85.026)
[local] 5 -15 32.1615 (best c=32768.0, g=0.5, rate=85.026)
[local] -1 -15 29.6875 (best c=32768.0, g=0.5, rate=85.026)
[local] 11 -15 35.4818 (best c=32768.0, g=0.5, rate=85.026)
[local] -3 -15 29.6875 (best c=32768.0, g=0.5, rate=85.026)
[local] 9 -15 32.8776 (best c=32768.0, g=0.5, rate=85.026)
[local] 3 -15 30.599 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 -15 47.6562 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -7 31.7708 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -1 41.6016 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -13 29.362 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 1 47.6562 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -11 30.599 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -5 37.4349 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 -15 29.6875 (best c=32768.0, g=0.5, rate=85.026)
[local] 5 3 81.7708 (best c=32768.0, g=0.5, rate=85.026)
[local] -1 3 74.8698 (best c=32768.0, g=0.5, rate=85.026)
[local] 11 3 82.0964 (best c=32768.0, g=0.5, rate=85.026)
[local] -3 3 56.8359 (best c=32768.0, g=0.5, rate=85.026)
[local] 9 3 82.0312 (best c=32768.0, g=0.5, rate=85.026)
[local] 3 3 80.599 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 3 82.6172 (best c=32768.0, g=0.5, rate=85.026)
[local] -5 3 53.9062 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -7 62.7604 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -1 83.138 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -13 35.8724 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 1 83.0078 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -11 48.3073 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -5 71.5495 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 -15 31.1198 (best c=32768.0, g=0.5, rate=85.026)
[local] 7 3 81.901 (best c=32768.0, g=0.5, rate=85.026)
[local] 5 -9 52.0833 (best c=32768.0, g=0.5, rate=85.026)
[local] -1 -9 33.9193 (best c=32768.0, g=0.5, rate=85.026)
[local] 11 -9 61.7188 (best c=32768.0, g=0.5, rate=85.026)
[local] -3 -9 30.7292 (best c=32768.0, g=0.5, rate=85.026)
[local] 9 -9 59.1146 (best c=32768.0, g=0.5, rate=85.026)
[local] 3 -9 46.7448 (best c=32768.0, g=0.5, rate=85.026)
[local] 15 -9 70.8333 (best c=32768.0, g=0.5, rate=85.026)
