[local] 5 -7 78.5807 (best c=32.0, g=0.0078125, rate=78.5807)
[local] -1 -7 66.0156 (best c=32.0, g=0.0078125, rate=78.5807)
[local] 5 -1 83.5938 (best c=32.0, g=0.5, rate=83.5938)
[local] -1 -1 74.1536 (best c=32.0, g=0.5, rate=83.5938)
[local] 11 -7 86.7188 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -1 83.724 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -13 66.1458 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -13 46.8099 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -13 73.2422 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -7 61.5234 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -1 61.263 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -13 46.6797 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 1 81.7057 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 1 77.0182 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 1 81.8359 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 1 67.8385 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -7 85.8724 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -1 83.724 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -13 69.0755 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 1 81.8359 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -11 66.7318 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -11 58.6589 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -11 78.8411 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -11 48.6979 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -11 74.2188 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -7 74.0234 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -1 82.487 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -13 66.4062 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 1 81.7057 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -11 66.3411 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -5 83.2682 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -5 69.6615 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -5 87.5 (best c=2048.0, g=0.03125, rate=87.5)
[local] -3 -5 62.5651 (best c=2048.0, g=0.03125, rate=87.5)
[local] 9 -5 87.4349 (best c=2048.0, g=0.03125, rate=87.5)
[local] 3 -5 78.9714 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 -7 86.9141 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 -1 83.7891 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 -13 81.901 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 1 81.8359 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 -11 83.9193 (best c=2048.0, g=0.03125, rate=87.5)
[local] 15 -5 87.6953 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -15 66.276 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -15 46.1589 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -15 68.099 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -15 46.1589 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 -15 66.1458 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 -15 59.9609 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 -15 77.5391 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -7 57.3568 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -1 59.2448 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -13 46.6797 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 1 63.8021 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -11 48.6979 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -5 59.4401 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -15 46.1589 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 3 79.9479 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 3 78.4505 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 3 79.9479 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 3 64.7786 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 3 79.9479 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 3 79.8177 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 3 79.9479 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 3 58.0078 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -7 83.0078 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -1 83.5938 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -13 66.3411 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 1 81.8359 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -11 70.9635 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -5 86.5234 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -15 66.0807 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 3 79.9479 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -9 72.7865 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -9 65.8203 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -9 82.8776 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -9 53.776 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 -9 80.5339 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 -9 67.8385 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 -9 84.4401 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -9 50.3255 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -9 76.4323 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -7 68.75 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -1 79.2969 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -13 59.9609 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 1 81.3802 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -11 66.3411 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -5 74.8047 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -15 46.3542 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 3 79.8828 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -9 66.5365 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -3 85.8724 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -3 73.3073 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -3 86.7188 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -3 61.6536 (best c=32768.0, g=0.03125, rate=87.6953)
