[local] 5 -7 76.5625 (best c=32.0, g=0.0078125, rate=76.5625)
[local] -1 -7 61.7188 (best c=32.0, g=0.0078125, rate=76.5625)
[local] 5 -1 82.0964 (best c=32.0, g=0.5, rate=82.0964)
[local] -1 -1 73.2422 (best c=32.0, g=0.5, rate=82.0964)
[local] 11 -7 84.8307 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 11 -1 82.7474 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 5 -13 59.9609 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -1 -13 48.5677 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 11 -13 69.2708 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -3 -7 56.4453 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -3 -1 53.5156 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -3 -13 48.5026 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 5 1 80.9896 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -1 1 76.0417 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 11 1 81.3802 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -3 1 55.4688 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 9 -7 83.2031 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 9 -1 82.7474 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 9 -13 67.3828 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 9 1 81.3802 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 5 -11 65.5599 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -1 -11 56.3151 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 11 -11 77.0833 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -3 -11 49.2839 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 9 -11 72.4609 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 3 -7 72.2005 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 3 -1 80.7292 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 3 -13 57.6172 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 3 1 80.6641 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 3 -11 60.8724 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 5 -5 80.8594 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] -1 -5 67.3177 (best c=2048.0, g=0.0078125, rate=84.8307)
[local] 11 -5 85.8073 (best c=2048.0, g=0.03125, rate=85.8073)
[local] -3 -5 59.9609 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 9 -5 85.4167 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 3 -5 76.3021 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 -7 85.4818 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 -1 82.7474 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 -13 79.4271 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 1 81.3802 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 -11 81.7057 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 15 -5 85.8073 (best c=2048.0, g=0.03125, rate=85.8073)
[local] 5 -15 57.7474 (best c=2048.0, g=0.03125, rate=85.8073)
