[local] 5 -7 75.0651 (best c=32.0, g=0.0078125, rate=75.0651)
[local] -1 -7 62.3047 (best c=32.0, g=0.0078125, rate=75.0651)
[local] 5 -1 82.5521 (best c=32.0, g=0.5, rate=82.5521)
[local] -1 -1 70.7031 (best c=32.0, g=0.5, rate=82.5521)
[local] 11 -7 86.263 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -1 82.7474 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -13 60.7422 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -13 41.9271 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -13 70.1172 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -7 56.3802 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -1 54.2318 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -13 41.4062 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 1 73.763 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 1 80.8594 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 1 65.4948 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -7 84.4401 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -1 82.8125 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -13 65.3646 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 1 80.8594 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -11 62.6953 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -11 53.8411 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -11 74.9349 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -11 43.8802 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -11 72.3307 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -7 71.4193 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -1 80.9245 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -13 59.5052 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 1 80.599 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -11 60.9375 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -5 80.8594 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -5 66.3411 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -5 87.0443 (best c=2048.0, g=0.03125, rate=87.0443)
[local] -3 -5 53.9714 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 9 -5 86.6536 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 3 -5 76.237 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 -7 86.7839 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 -1 82.7474 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 -13 79.9479 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 1 80.8594 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 -11 83.0729 (best c=2048.0, g=0.03125, rate=87.0443)
[local] 15 -5 87.3698 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 5 -15 59.375 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -1 -15 40.9505 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 11 -15 64.4531 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -3 -15 40.9505 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 9 -15 62.5651 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 3 -15 54.4271 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 15 -15 73.1771 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -7 46.875 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -1 51.5625 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -13 41.4062 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 1 63.6068 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -11 43.8802 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -5 47.7214 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -15 40.9505 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 5 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -1 3 76.1719 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 11 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -3 3 66.276 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 9 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 3 3 79.6224 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 15 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 3 63.6719 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -7 80.7292 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -1 82.7474 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -13 62.5651 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 1 80.8594 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -11 68.0339 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -5 85.3516 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -15 60.612 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 5 -9 71.0938 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -1 -9 59.5052 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 11 -9 82.4219 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -3 -9 51.8229 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 9 -9 77.474 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 3 -9 63.9974 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 15 -9 83.9844 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -9 49.8698 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -9 73.1771 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -7 65.4948 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -1 76.888 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -13 54.6224 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 1 79.0365 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -11 59.7005 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -5 72.0703 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -15 41.4062 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 3 79.4922 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -9 61.7839 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 5 -3 84.7656 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -1 -3 71.4844 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 11 -3 86.1979 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -3 -3 54.4271 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 9 -3 86.3932 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 3 -3 80.2083 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 15 -3 86.1979 (best c=32768.0, g=0.03125, rate=87.3698)
[local] -5 -3 50.7812 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 7 -3 86.1328 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 1 -3 75.5859 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -7 86.5885 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -1 82.7474 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -13 73.8281 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 1 80.8594 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -11 81.1849 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -5 87.1745 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -15 68.0339 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 3 79.7526 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -9 84.1146 (best c=32768.0, g=0.03125, rate=87.3698)
[local] 13 -3 86.1979 (best c=32768.0, g=0.03125, rate=87.3698)
32768.0 0.03125 87.3698
