[local] 5 -7 77.5391 (best c=32.0, g=0.0078125, rate=77.5391)
[local] -1 -7 66.1458 (best c=32.0, g=0.0078125, rate=77.5391)
[local] 5 -1 82.6172 (best c=32.0, g=0.5, rate=82.6172)
[local] -1 -1 72.5911 (best c=32.0, g=0.5, rate=82.6172)
[local] 11 -7 86.6536 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -1 82.6172 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -13 66.1458 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -13 46.3542 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -13 71.9401 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -7 61.3281 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -1 49.6745 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -13 46.3542 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 1 80.013 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 1 75.0651 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 1 80.013 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 1 58.9844 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -7 85.8073 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -1 82.6172 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -13 68.4245 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 1 80.013 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -11 67.5781 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -11 59.8307 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -11 78.0599 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -11 47.0052 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -11 73.3724 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -7 73.112 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -1 81.5755 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -13 64.5182 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 1 79.9479 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -11 66.0807 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -5 83.3333 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -5 68.8802 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -5 87.4349 (best c=2048.0, g=0.03125, rate=87.4349)
[local] -3 -5 61.7188 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 9 -5 87.3047 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 3 -5 77.6693 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 -7 86.6536 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 -1 82.6172 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 -13 80.9245 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 1 80.013 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 -11 81.8359 (best c=2048.0, g=0.03125, rate=87.4349)
[local] 15 -5 87.5 (best c=32768.0, g=0.03125, rate=87.5)
[local] 5 -15 64.974 (best c=32768.0, g=0.03125, rate=87.5)
[local] -1 -15 46.0286 (best c=32768.0, g=0.03125, rate=87.5)
[local] 11 -15 67.8385 (best c=32768.0, g=0.03125, rate=87.5)
[local] -3 -15 46.0286 (best c=32768.0, g=0.03125, rate=87.5)
[local] 9 -15 67.1224 (best c=32768.0, g=0.03125, rate=87.5)
[local] 3 -15 60.4818 (best c=32768.0, g=0.03125, rate=87.5)
[local] 15 -15 75.3255 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -7 58.5286 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -1 47.2005 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -13 46.3542 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 1 57.2917 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -11 47.0052 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -5 58.0078 (best c=32768.0, g=0.03125, rate=87.5)
[local] -5 -15 46.0286 (best c=32768.0, g=0.03125, rate=87.5)
[local] 5 3 78.1901 (best c=32768.0, g=0.03125, rate=87.5)
[local] -1 3 76.888 (best c=32768.0, g=0.03125, rate=87.5)
[local] 11 3 78.1901 (best c=32768.0, g=0.03125, rate=87.5)
