[local] 5 -7 77.1484 (best c=32.0, g=0.0078125, rate=77.1484)
[local] -1 -7 64.6484 (best c=32.0, g=0.0078125, rate=77.1484)
[local] 5 -1 83.3984 (best c=32.0, g=0.5, rate=83.3984)
[local] -1 -1 73.6328 (best c=32.0, g=0.5, rate=83.3984)
[local] 11 -7 86.6536 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -1 83.5286 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -13 63.0208 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -13 40.3646 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -13 71.9401 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -7 56.4453 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -1 54.4271 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -13 39.5833 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 1 75.651 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 1 81.7057 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 1 60.7422 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -7 86.3281 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -1 83.5286 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -13 67.4479 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 1 81.7057 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -11 65.8854 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -11 54.2318 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -11 77.2135 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -3 -11 42.4479 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 9 -11 74.0234 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -7 72.7865 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -1 83.138 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -13 62.7604 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 1 81.5104 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 3 -11 63.9974 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 5 -5 81.3151 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] -1 -5 69.1406 (best c=2048.0, g=0.0078125, rate=86.6536)
[local] 11 -5 86.9141 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -5 58.5938 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -5 86.7839 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -5 77.0182 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -7 86.5234 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -1 83.5286 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -13 80.8594 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 1 81.7057 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -11 84.4401 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -5 86.9141 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 5 -15 62.5651 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -1 -15 38.9974 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 11 -15 66.6667 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -15 38.9974 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -15 64.2578 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -15 56.3802 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -15 75.2604 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -7 53.2552 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -1 50.9766 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -13 39.5833 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 1 57.6172 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -11 42.3828 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -5 53.1901 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -15 38.9974 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 5 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -1 3 78.3203 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 11 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 3 59.8958 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 3 55.5339 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -7 81.5104 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -1 83.4635 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -13 64.5182 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 1 81.7057 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -11 69.7266 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -5 86.0026 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -15 63.0208 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 5 -9 71.224 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -1 -9 61.4583 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 11 -9 83.7891 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -9 49.6745 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -9 79.4271 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -9 67.513 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -9 83.5286 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -9 45.5729 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -9 75.1953 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -7 69.3359 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -1 78.3203 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -13 56.1849 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 1 80.8594 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -11 63.0208 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -5 72.9167 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -15 39.6484 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 3 79.6224 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -9 64.388 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 5 -3 85.8724 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -1 -3 72.3307 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 11 -3 86.3932 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -3 54.8828 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -3 86.7839 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -3 81.1198 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -3 86.3281 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -3 51.0417 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 7 -3 86.6536 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 1 -3 76.3021 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -7 86.5885 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -1 83.5286 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -13 75.7812 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 1 81.7057 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -11 81.8359 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -5 86.9141 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -15 69.7266 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 3 79.2969 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -9 84.7005 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 13 -3 86.3932 (best c=2048.0, g=0.03125, rate=86.9141)
2048.0 0.03125 86.9141
