[local] 5 -7 76.9531 (best c=32.0, g=0.0078125, rate=76.9531)
[local] -1 -7 62.7604 (best c=32.0, g=0.0078125, rate=76.9531)
[local] 5 -1 83.7891 (best c=32.0, g=0.5, rate=83.7891)
[local] -1 -1 73.6979 (best c=32.0, g=0.5, rate=83.7891)
[local] 11 -7 86.1979 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 11 -1 83.9193 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 5 -13 61.1979 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -1 -13 45.5729 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 11 -13 70.5078 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -3 -7 55.8594 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -3 -1 57.1615 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -3 -13 45.5729 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 5 1 81.7708 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -1 1 73.9583 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 11 1 81.9661 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -3 1 65.7552 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 9 -7 84.375 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 9 -1 83.9844 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 9 -13 67.2526 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 9 1 81.9661 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 5 -11 65.4948 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -1 -11 53.9714 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 11 -11 76.9531 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] -3 -11 46.6797 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 9 -11 73.6328 (best c=2048.0, g=0.0078125, rate=86.1979)
[local] 3 -7 73.6328 (best c=2048.0, g=0.0078125, rate=86.1979)
