[local] 5 -7 77.2786 (best c=32.0, g=0.0078125, rate=77.2786)
[local] -1 -7 62.5 (best c=32.0, g=0.0078125, rate=77.2786)
[local] 5 -1 82.7474 (best c=32.0, g=0.5, rate=82.7474)
[local] -1 -1 73.763 (best c=32.0, g=0.5, rate=82.7474)
[local] 11 -7 85.2214 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 11 -1 83.2682 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 5 -13 60.3516 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -1 -13 43.5547 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 11 -13 70.3125 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -3 -7 55.9245 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -3 -1 54.7526 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -3 -13 43.2943 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 5 1 80.8594 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -1 1 74.7396 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 11 1 80.9245 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -3 1 56.0547 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 9 -7 83.724 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 9 -1 83.2031 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 9 -13 65.3646 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 9 1 80.9245 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 5 -11 63.8672 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -1 -11 55.6641 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 11 -11 76.4323 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -3 -11 43.4245 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 9 -11 73.4375 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 3 -7 73.0469 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 3 -1 81.3802 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 3 -13 58.3333 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 3 1 80.4036 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 3 -11 60.1562 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 5 -5 80.0781 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] -1 -5 66.3411 (best c=2048.0, g=0.0078125, rate=85.2214)
[local] 11 -5 85.7422 (best c=2048.0, g=0.03125, rate=85.7422)
[local] -3 -5 59.6354 (best c=2048.0, g=0.03125, rate=85.7422)
[local] 9 -5 85.2865 (best c=2048.0, g=0.03125, rate=85.7422)
[local] 3 -5 77.5391 (best c=2048.0, g=0.03125, rate=85.7422)
[local] 15 -7 85.8073 (best c=32768.0, g=0.0078125, rate=85.8073)
[local] 15 -1 83.2682 (best c=32768.0, g=0.0078125, rate=85.8073)
[local] 15 -13 77.7344 (best c=32768.0, g=0.0078125, rate=85.8073)
[local] 15 1 80.9245 (best c=32768.0, g=0.0078125, rate=85.8073)
[local] 15 -11 82.2266 (best c=32768.0, g=0.0078125, rate=85.8073)
[local] 15 -5 86.0677 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 5 -15 58.138 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -1 -15 42.6432 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 11 -15 65.0391 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -3 -15 42.6432 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 9 -15 62.6953 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 3 -15 56.5104 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 15 -15 72.8516 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -7 45.5078 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -1 50.3255 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -13 43.2943 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 1 53.4505 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -11 43.4896 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -5 50.5859 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -15 42.6432 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 5 3 79.4922 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -1 3 76.3672 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 11 3 79.4271 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -3 3 66.862 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 9 3 79.4271 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 3 3 79.362 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 15 3 79.362 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 3 62.6953 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -7 79.4922 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -1 83.138 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -13 63.0859 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 1 80.9245 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -11 67.8385 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -5 83.8542 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -15 59.8958 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 3 79.4271 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 5 -9 70.7031 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -1 -9 59.5052 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 11 -9 82.2917 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -3 -9 48.112 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 9 -9 77.9948 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 3 -9 65.2344 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 15 -9 83.9844 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -5 -9 43.8151 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 7 -9 76.0417 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -7 66.0156 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -1 77.9948 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -13 56.3802 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 1 78.5807 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -11 58.724 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -5 73.2422 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -15 43.0339 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 3 78.8411 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 1 -9 61.3932 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 5 -3 83.7891 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -1 -3 73.3724 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 11 -3 85.8724 (best c=32768.0, g=0.03125, rate=86.0677)
[local] -3 -3 58.724 (best c=32768.0, g=0.03125, rate=86.0677)
[local] 9 -3 85.8073 (best c=32768.0, g=0.03125, rate=86.0677)
