[local] 5 -7 75.1302 (best c=32.0, g=0.0078125, rate=75.1302)
[local] -1 -7 59.4401 (best c=32.0, g=0.0078125, rate=75.1302)
[local] 5 -1 82.8125 (best c=32.0, g=0.5, rate=82.8125)
[local] -1 -1 72.7865 (best c=32.0, g=0.5, rate=82.8125)
[local] 11 -7 83.4635 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 11 -1 83.3333 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 5 -13 56.1198 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -1 -13 41.2109 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 11 -13 69.8568 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -3 -7 51.888 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -3 -1 48.5026 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -3 -13 40.8203 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 5 1 81.1849 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -1 1 74.7396 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 11 1 81.1849 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -3 1 52.2786 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 9 -7 81.5755 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 9 -1 83.3984 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 9 -13 64.1927 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 9 1 81.1849 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 5 -11 60.612 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -1 -11 48.6328 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 11 -11 74.5443 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -3 -11 42.513 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 9 -11 72.0052 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 3 -7 71.7448 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 3 -1 81.1849 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 3 -13 52.7995 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 3 1 80.4688 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 3 -11 57.0964 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 5 -5 78.9714 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] -1 -5 66.0807 (best c=2048.0, g=0.0078125, rate=83.4635)
[local] 11 -5 86.0026 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -3 -5 58.3984 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 9 -5 85.2865 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 3 -5 75.5859 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -7 84.0495 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -1 83.3333 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -13 75.5208 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 1 81.1849 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -11 81.1849 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -5 86.0026 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 5 -15 52.7995 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -1 -15 40.5599 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 11 -15 61.9792 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -3 -15 40.5599 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 9 -15 59.7656 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 3 -15 49.4141 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -15 70.5729 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -7 46.8099 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -1 45.3776 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -13 40.8203 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 1 48.0469 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -11 42.513 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -5 52.2786 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -15 40.5599 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 5 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -1 3 76.4323 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 11 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -3 3 64.388 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 9 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 3 3 80.1432 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 3 60.6771 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -7 77.9948 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -1 83.2682 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -13 59.7005 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 1 81.1849 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -11 67.9688 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -5 82.8776 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -15 55.5339 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 5 -9 70.8984 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -1 -9 53.5807 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 11 -9 79.8828 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -3 -9 46.224 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 9 -9 76.4974 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 3 -9 64.1927 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -9 83.2031 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -9 44.6615 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -9 74.4141 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -7 65.5599 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -1 77.8646 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -13 49.349 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 1 78.3203 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -11 52.9948 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -5 72.0052 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -15 40.7552 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 3 79.4922 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -9 58.9844 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 5 -3 82.2917 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -1 -3 71.7448 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 11 -3 85.3516 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -3 -3 51.4323 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 9 -3 85.2865 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 3 -3 78.776 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 15 -3 85.3516 (best c=2048.0, g=0.03125, rate=86.0026)
[local] -5 -3 49.2188 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 7 -3 84.3099 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 1 -3 74.8047 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -7 84.1797 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -1 83.3333 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -13 72.1354 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 1 81.1849 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -11 77.7995 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -5 86.0026 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -15 66.5365 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 3 80.0781 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -9 81.6406 (best c=2048.0, g=0.03125, rate=86.0026)
[local] 13 -3 85.2865 (best c=2048.0, g=0.03125, rate=86.0026)
2048.0 0.03125 86.0026
