[local] 5 -7 78.0599 (best c=32.0, g=0.0078125, rate=78.0599)
[local] -1 -7 64.1927 (best c=32.0, g=0.0078125, rate=78.0599)
[local] 5 -1 83.8542 (best c=32.0, g=0.5, rate=83.8542)
[local] -1 -1 73.5026 (best c=32.0, g=0.5, rate=83.8542)
[local] 11 -7 87.1745 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -1 83.9844 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -13 63.9323 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -13 47.6562 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -13 73.3073 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -7 60.2214 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -1 54.1667 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -13 47.4609 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 1 81.4453 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 1 74.8698 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 1 81.4453 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 1 63.9323 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -7 86.1328 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -1 83.9844 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -13 69.2057 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 1 81.4453 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -11 66.7969 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -11 57.6823 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -11 78.4505 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -11 47.0052 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -11 74.349 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -7 73.1771 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -1 81.901 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -13 63.6068 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 1 81.4453 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -11 64.4531 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -5 82.0312 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -5 69.7266 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -5 87.9557 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -5 59.1146 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -5 87.8255 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -5 78.1901 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -7 87.6302 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -1 83.9844 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -13 80.8594 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 1 81.4453 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -11 83.724 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -5 87.9557 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 -15 63.3464 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 -15 46.875 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 -15 67.7734 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -15 46.875 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -15 65.3646 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -15 58.138 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -15 76.8229 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -7 53.2552 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -1 50.5859 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -13 47.4609 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 1 60.0911 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -11 47.0052 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -5 54.7526 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -15 46.875 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 3 78.8411 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 3 77.474 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 3 78.8411 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 3 69.9219 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 3 78.8411 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 3 78.8411 (best c=2048.0, g=0.03125, rate=87.9557)
