[local] 5 -7 76.7578 (best c=32.0, g=0.0078125, rate=76.7578)
[local] -1 -7 64.8438 (best c=32.0, g=0.0078125, rate=76.7578)
[local] 5 -1 82.0312 (best c=32.0, g=0.5, rate=82.0312)
[local] -1 -1 72.1354 (best c=32.0, g=0.5, rate=82.0312)
[local] 11 -7 85.8724 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 11 -1 81.8359 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 5 -13 63.4115 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -1 -13 44.7917 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 11 -13 72.9818 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -3 -7 58.9844 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -3 -1 50.9766 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -3 -13 44.8568 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 5 1 79.9479 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -1 1 73.8932 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 11 1 79.9479 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -3 1 65.2995 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 9 -7 84.8307 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 9 -1 81.8359 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 9 -13 68.8151 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 9 1 79.9479 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 5 -11 66.4714 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -1 -11 58.0078 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 11 -11 76.9531 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -3 -11 47.4609 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 9 -11 73.763 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 3 -7 72.5911 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 3 -1 80.9245 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 3 -13 63.0208 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 3 1 79.9479 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 3 -11 63.5417 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 5 -5 81.6406 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] -1 -5 68.6198 (best c=2048.0, g=0.0078125, rate=85.8724)
[local] 11 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -5 59.3099 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 -5 76.6927 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -7 85.6771 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -1 81.8359 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -13 79.7526 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 1 79.8828 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -11 83.0078 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 5 -15 62.9557 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -1 -15 44.2708 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 11 -15 68.0339 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -15 44.2708 (best c=2048.0, g=0.03125, rate=86.3932)
