[local] 5 -7 61.4583 (best c=32.0, g=0.0078125, rate=61.4583)
[local] -1 -7 45.3776 (best c=32.0, g=0.0078125, rate=61.4583)
[local] 5 -1 83.0078 (best c=32.0, g=0.5, rate=83.0078)
[local] -1 -1 69.2708 (best c=32.0, g=0.5, rate=83.0078)
[local] 11 -7 72.3958 (best c=32.0, g=0.5, rate=83.0078)
[local] 11 -1 84.9609 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 -13 39.2578 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 -13 30.1432 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 -13 48.0469 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -7 39.5182 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -1 58.3984 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -13 30.2083 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 1 83.6589 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 1 73.1771 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 1 84.5052 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 1 56.3151 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -7 69.7917 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -1 84.6354 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -13 43.3594 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 1 84.6354 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 -11 43.2943 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 -11 33.5286 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 -11 56.901 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -11 31.5755 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -11 51.4974 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -7 54.1667 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -1 78.9062 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -13 36.5234 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 1 82.487 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -11 40.4948 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 -5 70.7682 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 -5 50.5208 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 -5 80.8594 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -5 47.0703 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -5 79.1016 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -5 66.3411 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -7 80.013 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -1 84.5703 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -13 57.1615 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 1 84.3099 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -11 64.5833 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -5 83.8542 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 -15 35.8073 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 -15 30.013 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 -15 40.6901 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 -15 30.013 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 -15 38.9974 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 -15 33.2682 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 -15 47.8516 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -7 34.7005 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -1 51.7578 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -13 30.2083 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 1 51.7578 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -11 31.5755 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -5 39.1276 (best c=2048.0, g=0.5, rate=84.9609)
[local] -5 -15 30.013 (best c=2048.0, g=0.5, rate=84.9609)
[local] 5 3 82.7474 (best c=2048.0, g=0.5, rate=84.9609)
[local] -1 3 75.1302 (best c=2048.0, g=0.5, rate=84.9609)
[local] 11 3 82.7474 (best c=2048.0, g=0.5, rate=84.9609)
[local] -3 3 59.9609 (best c=2048.0, g=0.5, rate=84.9609)
[local] 9 3 82.7474 (best c=2048.0, g=0.5, rate=84.9609)
[local] 3 3 81.7708 (best c=2048.0, g=0.5, rate=84.9609)
[local] 15 3 82.7474 (best c=2048.0, g=0.5, rate=84.9609)
