[local] 5 -7 72.7865 (best c=32.0, g=0.0078125, rate=72.7865)
[local] -1 -7 53.5807 (best c=32.0, g=0.0078125, rate=72.7865)
[local] 5 -1 84.7005 (best c=32.0, g=0.5, rate=84.7005)
[local] -1 -1 72.7214 (best c=32.0, g=0.5, rate=84.7005)
[local] 11 -7 83.138 (best c=32.0, g=0.5, rate=84.7005)
[local] 11 -1 85.0911 (best c=2048.0, g=0.5, rate=85.0911)
[local] 5 -13 48.6328 (best c=2048.0, g=0.5, rate=85.0911)
[local] -1 -13 37.1094 (best c=2048.0, g=0.5, rate=85.0911)
[local] 11 -13 62.1745 (best c=2048.0, g=0.5, rate=85.0911)
[local] -3 -7 47.1354 (best c=2048.0, g=0.5, rate=85.0911)
[local] -3 -1 59.8307 (best c=2048.0, g=0.5, rate=85.0911)
[local] -3 -13 36.7839 (best c=2048.0, g=0.5, rate=85.0911)
[local] 5 1 83.2682 (best c=2048.0, g=0.5, rate=85.0911)
[local] -1 1 74.349 (best c=2048.0, g=0.5, rate=85.0911)
[local] 11 1 83.3984 (best c=2048.0, g=0.5, rate=85.0911)
[local] -3 1 58.138 (best c=2048.0, g=0.5, rate=85.0911)
[local] 9 -7 79.4271 (best c=2048.0, g=0.5, rate=85.0911)
[local] 9 -1 85.2214 (best c=512.0, g=0.5, rate=85.2214)
[local] 9 -13 57.2266 (best c=512.0, g=0.5, rate=85.2214)
[local] 9 1 83.3984 (best c=512.0, g=0.5, rate=85.2214)
[local] 5 -11 55.7292 (best c=512.0, g=0.5, rate=85.2214)
[local] -1 -11 40.4297 (best c=512.0, g=0.5, rate=85.2214)
[local] 11 -11 71.3542 (best c=512.0, g=0.5, rate=85.2214)
[local] -3 -11 38.5417 (best c=512.0, g=0.5, rate=85.2214)
[local] 9 -11 67.5781 (best c=512.0, g=0.5, rate=85.2214)
[local] 3 -7 67.6432 (best c=512.0, g=0.5, rate=85.2214)
[local] 3 -1 81.901 (best c=512.0, g=0.5, rate=85.2214)
[local] 3 -13 44.6615 (best c=512.0, g=0.5, rate=85.2214)
[local] 3 1 82.5521 (best c=512.0, g=0.5, rate=85.2214)
[local] 3 -11 49.0885 (best c=512.0, g=0.5, rate=85.2214)
[local] 5 -5 78.1901 (best c=512.0, g=0.5, rate=85.2214)
[local] -1 -5 60.8724 (best c=512.0, g=0.5, rate=85.2214)
[local] 11 -5 87.1094 (best c=2048.0, g=0.03125, rate=87.1094)
[local] -3 -5 52.5391 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 9 -5 85.8724 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 3 -5 74.6094 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 -7 85.5469 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 -1 84.9609 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 -13 71.6797 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 1 83.3984 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 -11 78.1901 (best c=2048.0, g=0.03125, rate=87.1094)
[local] 15 -5 87.1745 (best c=32768.0, g=0.03125, rate=87.1745)
