[local] 5 -7 79.5573 (best c=32.0, g=0.0078125, rate=79.5573)
[local] -1 -7 66.0807 (best c=32.0, g=0.0078125, rate=79.5573)
[local] 5 -1 82.6823 (best c=32.0, g=0.5, rate=82.6823)
[local] -1 -1 75.5859 (best c=32.0, g=0.5, rate=82.6823)
[local] 11 -7 86.7188 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -1 82.8776 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -13 65.4948 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -13 46.8099 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -13 75.1953 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -7 62.8255 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -1 56.4453 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -13 46.4193 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 1 78.0599 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 1 60.6771 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -7 86.1979 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -1 82.8776 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -13 69.3359 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -11 67.8385 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -11 56.901 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -11 79.0365 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -3 -11 46.2891 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 9 -11 76.4323 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -7 74.0885 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -1 81.8359 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -13 66.2109 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 1 80.5339 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 3 -11 65.8854 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 5 -5 83.9193 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] -1 -5 69.5312 (best c=2048.0, g=0.0078125, rate=86.7188)
[local] 11 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -5 54.9479 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -5 86.9792 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -5 79.6875 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -7 86.5885 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -1 82.8776 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -13 82.0964 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 1 80.7292 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -11 82.9427 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -15 66.0156 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -15 45.8984 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -15 68.4245 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -15 45.8984 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -15 66.3411 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -15 59.3099 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -15 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -7 56.5104 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -1 54.4922 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -13 46.4193 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 1 57.4219 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -11 46.0938 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -5 53.5156 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -15 45.8984 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 3 77.7995 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 3 65.4297 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 3 60.7422 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -7 83.7891 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -1 82.8776 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -13 66.6667 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 1 80.7292 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -11 72.1354 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -5 86.1328 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -15 65.4948 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 3 78.0599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -9 73.1771 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -9 65.8203 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -9 82.9427 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -9 52.7344 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -9 80.599 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -9 68.2943 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -9 83.5286 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -9 49.6745 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -9 77.1484 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -7 69.0104 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -1 79.6875 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -13 58.5286 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 1 80.1432 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -11 65.8203 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -5 74.8698 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -15 46.4193 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 3 77.9297 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -9 66.9271 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -3 85.3516 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -3 73.8281 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -3 54.9479 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -3 83.2031 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -3 53.2552 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -3 86.0677 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -3 78.7109 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -7 86.6536 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -1 82.8776 (best c=2048.0, g=0.03125, rate=87.2396)
