[local] 5 -7 77.7995 (best c=32.0, g=0.0078125, rate=77.7995)
[local] -1 -7 64.1927 (best c=32.0, g=0.0078125, rate=77.7995)
[local] 5 -1 83.0078 (best c=32.0, g=0.5, rate=83.0078)
[local] -1 -1 74.2188 (best c=32.0, g=0.5, rate=83.0078)
[local] 11 -7 86.5885 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -1 83.5938 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 -13 64.2578 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 -13 44.9219 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -13 73.4375 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -7 59.3099 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -1 52.2786 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -13 44.4661 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 1 81.3802 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 1 75.2604 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 1 58.8542 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -7 85.5469 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -1 83.5938 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -13 68.6849 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 -11 66.1458 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 -11 57.8125 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -11 77.6693 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -11 45.8984 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -11 75.1953 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 -7 73.8932 (best c=2048.0, g=0.0078125, rate=86.5885)
