[local] 5 -7 77.2786 (best c=32.0, g=0.0078125, rate=77.2786)
[local] -1 -7 64.9089 (best c=32.0, g=0.0078125, rate=77.2786)
[local] 5 -1 82.0964 (best c=32.0, g=0.5, rate=82.0964)
[local] -1 -1 72.3958 (best c=32.0, g=0.5, rate=82.0964)
[local] 11 -7 85.5469 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -1 82.5521 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 -13 65.8203 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 -13 44.9219 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -13 71.9401 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -7 60.4167 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -1 57.7474 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -13 44.9219 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 1 80.4688 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 1 76.4323 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 1 80.7292 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 1 65.4297 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 -7 85.7422 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 9 -1 82.5521 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 9 -13 67.8385 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 9 1 80.7292 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 5 -11 67.1875 (best c=512.0, g=0.0078125, rate=85.7422)
[local] -1 -11 57.8776 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 11 -11 77.9297 (best c=512.0, g=0.0078125, rate=85.7422)
[local] -3 -11 46.3542 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 9 -11 73.9583 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 3 -7 73.0469 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 3 -1 81.5104 (best c=512.0, g=0.0078125, rate=85.7422)
[local] 3 -13 65.2344 (best c=512.0, g=0.0078125, rate=85.7422)
