[local] 5 -7 75.7812 (best c=32.0, g=0.0078125, rate=75.7812)
[local] -1 -7 60.5469 (best c=32.0, g=0.0078125, rate=75.7812)
[local] 5 -1 82.8125 (best c=32.0, g=0.5, rate=82.8125)
[local] -1 -1 72.526 (best c=32.0, g=0.5, rate=82.8125)
[local] 11 -7 85.4167 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -1 83.0729 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -13 59.8958 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -13 44.3359 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -13 70.7031 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -7 57.3568 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -1 56.5104 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -13 44.3359 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 1 81.1849 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 1 74.4792 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 1 81.3151 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 1 60.2865 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -7 83.5938 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -1 83.138 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -13 66.2109 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 1 81.3151 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -11 64.6484 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -11 54.9479 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -11 75.3906 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -11 47.9818 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -11 74.2839 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -7 73.4375 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -1 81.901 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -13 57.9427 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 1 81.0547 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -11 59.7656 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -5 79.9479 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -5 66.9922 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -5 86.263 (best c=2048.0, g=0.03125, rate=86.263)
[local] -3 -5 58.9844 (best c=2048.0, g=0.03125, rate=86.263)
[local] 9 -5 85.8724 (best c=2048.0, g=0.03125, rate=86.263)
[local] 3 -5 76.3672 (best c=2048.0, g=0.03125, rate=86.263)
