[local] 5 -7 76.8229 (best c=32.0, g=0.0078125, rate=76.8229)
[local] -1 -7 62.3698 (best c=32.0, g=0.0078125, rate=76.8229)
[local] 5 -1 81.6406 (best c=32.0, g=0.5, rate=81.6406)
[local] -1 -1 71.9401 (best c=32.0, g=0.5, rate=81.6406)
[local] 11 -7 85.2865 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 11 -1 82.0312 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 5 -13 61.9141 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -1 -13 46.3542 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 11 -13 71.0286 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -3 -7 57.5521 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -3 -1 54.0365 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -3 -13 45.9635 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 5 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -1 1 74.2188 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 11 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -3 1 58.9844 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 9 -7 84.4401 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 9 -1 82.0312 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 9 -13 66.9922 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 9 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 5 -11 64.4531 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -1 -11 55.3385 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 11 -11 77.2786 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -3 -11 47.2005 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 9 -11 72.8516 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 3 -7 71.4193 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 3 -1 80.5339 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 3 -13 61.1328 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 3 1 80.2083 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 3 -11 61.9141 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 5 -5 80.7292 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] -1 -5 67.513 (best c=2048.0, g=0.0078125, rate=85.2865)
[local] 11 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -3 -5 57.7474 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 9 -5 86.0026 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 3 -5 77.0182 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -7 85.612 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -1 82.0312 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -13 79.4922 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 1 80.2734 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -11 82.487 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 5 -15 61.0677 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -1 -15 45.7031 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 11 -15 65.6901 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -3 -15 45.7031 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 9 -15 63.0208 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 3 -15 57.0964 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -15 74.8698 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -7 54.362 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -1 53.2552 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -13 45.9635 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 1 57.487 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -11 47.2005 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -5 54.1016 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -5 -15 45.7031 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 5 3 78.9714 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -1 3 76.4974 (best c=2048.0, g=0.03125, rate=86.3281)
