[local] 5 -7 77.2786 (best c=32.0, g=0.0078125, rate=77.2786)
[local] -1 -7 66.0156 (best c=32.0, g=0.0078125, rate=77.2786)
[local] 5 -1 80.8594 (best c=32.0, g=0.5, rate=80.8594)
[local] -1 -1 73.5677 (best c=32.0, g=0.5, rate=80.8594)
[local] 11 -7 85.6771 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 11 -1 81.25 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 5 -13 66.276 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -1 -13 46.875 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 11 -13 73.5026 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -3 -7 59.8958 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -3 -1 56.0547 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -3 -13 46.2891 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 5 1 80.1432 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -1 1 75.9766 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 11 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -3 1 64.7786 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 9 -7 85.2865 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 9 -1 81.25 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 9 -13 68.6198 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 9 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 5 -11 68.0339 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -1 -11 57.4219 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 11 -11 76.888 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -3 -11 47.9818 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 9 -11 74.0234 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 3 -7 75.0 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 3 -1 80.3385 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 3 -13 65.4297 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 3 1 79.9479 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 3 -11 66.3411 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 5 -5 82.487 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] -1 -5 68.9453 (best c=2048.0, g=0.0078125, rate=85.6771)
[local] 11 -5 86.5234 (best c=2048.0, g=0.03125, rate=86.5234)
[local] -3 -5 55.9245 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 9 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 3 -5 77.7995 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -7 85.8724 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -1 81.25 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -13 81.8359 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 1 80.2734 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -11 81.7708 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -5 86.5234 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 5 -15 65.625 (best c=2048.0, g=0.03125, rate=86.5234)
[local] -1 -15 46.8099 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 11 -15 67.6432 (best c=2048.0, g=0.03125, rate=86.5234)
[local] -3 -15 46.8099 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 9 -15 66.6016 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 3 -15 58.724 (best c=2048.0, g=0.03125, rate=86.5234)
[local] 15 -15 75.7812 (best c=2048.0, g=0.03125, rate=86.5234)
[local] -5 -7 57.0312 (best c=2048.0, g=0.03125, rate=86.5234)
[local] -5 -1 53.3203 (best c=2048.0, g=0.03125, rate=86.5234)
