[local] 5 -7 79.4271 (best c=32.0, g=0.0078125, rate=79.4271)
[local] -1 -7 66.7969 (best c=32.0, g=0.0078125, rate=79.4271)
[local] 5 -1 83.8542 (best c=32.0, g=0.5, rate=83.8542)
[local] -1 -1 74.4792 (best c=32.0, g=0.5, rate=83.8542)
[local] 11 -7 87.9557 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 11 -1 83.5286 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 5 -13 65.4948 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -1 -13 44.0104 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 11 -13 72.9818 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -3 -7 61.1979 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -3 -1 52.7344 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -3 -13 43.6849 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 5 1 82.2266 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -1 1 76.888 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 11 1 82.2266 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -3 1 62.6953 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 9 -7 87.5 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 9 -1 83.5286 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 9 -13 68.3594 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 9 1 82.2266 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 5 -11 67.1224 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -1 -11 58.3333 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 11 -11 78.6458 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -3 -11 45.1823 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 9 -11 74.349 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 3 -7 74.349 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 3 -1 83.2682 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 3 -13 65.0391 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 3 1 82.0312 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 3 -11 65.7552 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 5 -5 84.375 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] -1 -5 70.1172 (best c=2048.0, g=0.0078125, rate=87.9557)
[local] 11 -5 88.3464 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -3 -5 57.3568 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 9 -5 88.0859 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 3 -5 79.1667 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -7 87.8255 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -1 83.9844 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -13 81.9661 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 1 82.2266 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -11 83.2031 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -5 88.3464 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 5 -15 64.9089 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -1 -15 43.6849 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 11 -15 67.2526 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -3 -15 43.6849 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 9 -15 66.1458 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 3 -15 59.9609 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 -15 77.3438 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -7 58.3984 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -1 50.9766 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -13 43.6849 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 1 61.5885 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -11 45.1823 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -5 53.5156 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 -15 43.6849 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 5 3 78.3854 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -1 3 77.2786 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 11 3 78.3854 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -3 3 69.5964 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 9 3 78.3854 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 3 3 78.3854 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 15 3 78.3854 (best c=2048.0, g=0.03125, rate=88.3464)
[local] -5 3 66.7969 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 -7 84.1146 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 -1 84.0495 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 -13 66.5365 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 1 82.2266 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 -11 70.4427 (best c=2048.0, g=0.03125, rate=88.3464)
[local] 7 -5 87.7604 (best c=2048.0, g=0.03125, rate=88.3464)
