[local] 5 -7 67.7734 (best c=32.0, g=0.0078125, rate=67.7734)
[local] -1 -7 48.0469 (best c=32.0, g=0.0078125, rate=67.7734)
[local] 5 -1 82.8776 (best c=32.0, g=0.5, rate=82.8776)
[local] -1 -1 69.7266 (best c=32.0, g=0.5, rate=82.8776)
[local] 11 -7 78.0599 (best c=32.0, g=0.5, rate=82.8776)
[local] 11 -1 84.5703 (best c=2048.0, g=0.5, rate=84.5703)
[local] 5 -13 42.6432 (best c=2048.0, g=0.5, rate=84.5703)
[local] -1 -13 34.1146 (best c=2048.0, g=0.5, rate=84.5703)
[local] 11 -13 56.3802 (best c=2048.0, g=0.5, rate=84.5703)
[local] -3 -7 41.3411 (best c=2048.0, g=0.5, rate=84.5703)
[local] -3 -1 55.599 (best c=2048.0, g=0.5, rate=84.5703)
[local] -3 -13 34.0495 (best c=2048.0, g=0.5, rate=84.5703)
[local] 5 1 82.3568 (best c=2048.0, g=0.5, rate=84.5703)
[local] -1 1 72.0703 (best c=2048.0, g=0.5, rate=84.5703)
[local] 11 1 83.138 (best c=2048.0, g=0.5, rate=84.5703)
[local] -3 1 54.6224 (best c=2048.0, g=0.5, rate=84.5703)
[local] 9 -7 75.4557 (best c=2048.0, g=0.5, rate=84.5703)
[local] 9 -1 84.4401 (best c=2048.0, g=0.5, rate=84.5703)
[local] 9 -13 52.2135 (best c=2048.0, g=0.5, rate=84.5703)
[local] 9 1 83.138 (best c=2048.0, g=0.5, rate=84.5703)
[local] 5 -11 49.8698 (best c=2048.0, g=0.5, rate=84.5703)
[local] -1 -11 36.7839 (best c=2048.0, g=0.5, rate=84.5703)
[local] 11 -11 64.1927 (best c=2048.0, g=0.5, rate=84.5703)
[local] -3 -11 36.5885 (best c=2048.0, g=0.5, rate=84.5703)
[local] 9 -11 59.8307 (best c=2048.0, g=0.5, rate=84.5703)
[local] 3 -7 61.7188 (best c=2048.0, g=0.5, rate=84.5703)
