[local] 5 -7 71.9401 (best c=32.0, g=0.0078125, rate=71.9401)
[local] -1 -7 52.8646 (best c=32.0, g=0.0078125, rate=71.9401)
[local] 5 -1 82.4219 (best c=32.0, g=0.5, rate=82.4219)
[local] -1 -1 72.5911 (best c=32.0, g=0.5, rate=82.4219)
[local] 11 -7 79.8177 (best c=32.0, g=0.5, rate=82.4219)
[local] 11 -1 83.6589 (best c=2048.0, g=0.5, rate=83.6589)
[local] 5 -13 44.987 (best c=2048.0, g=0.5, rate=83.6589)
[local] -1 -13 36.0677 (best c=2048.0, g=0.5, rate=83.6589)
[local] 11 -13 61.7839 (best c=2048.0, g=0.5, rate=83.6589)
[local] -3 -7 42.7083 (best c=2048.0, g=0.5, rate=83.6589)
[local] -3 -1 59.7005 (best c=2048.0, g=0.5, rate=83.6589)
[local] -3 -13 36.0677 (best c=2048.0, g=0.5, rate=83.6589)
[local] 5 1 81.901 (best c=2048.0, g=0.5, rate=83.6589)
[local] -1 1 73.9583 (best c=2048.0, g=0.5, rate=83.6589)
[local] 11 1 82.0964 (best c=2048.0, g=0.5, rate=83.6589)
[local] -3 1 57.4219 (best c=2048.0, g=0.5, rate=83.6589)
[local] 9 -7 78.125 (best c=2048.0, g=0.5, rate=83.6589)
[local] 9 -1 83.7891 (best c=512.0, g=0.5, rate=83.7891)
[local] 9 -13 56.25 (best c=512.0, g=0.5, rate=83.7891)
[local] 9 1 82.1615 (best c=512.0, g=0.5, rate=83.7891)
[local] 5 -11 54.362 (best c=512.0, g=0.5, rate=83.7891)
[local] -1 -11 39.1927 (best c=512.0, g=0.5, rate=83.7891)
[local] 11 -11 70.7682 (best c=512.0, g=0.5, rate=83.7891)
[local] -3 -11 38.3464 (best c=512.0, g=0.5, rate=83.7891)
[local] 9 -11 66.9271 (best c=512.0, g=0.5, rate=83.7891)
[local] 3 -7 67.9036 (best c=512.0, g=0.5, rate=83.7891)
[local] 3 -1 79.8177 (best c=512.0, g=0.5, rate=83.7891)
[local] 3 -13 42.2526 (best c=512.0, g=0.5, rate=83.7891)
[local] 3 1 80.7292 (best c=512.0, g=0.5, rate=83.7891)
[local] 3 -11 47.3307 (best c=512.0, g=0.5, rate=83.7891)
[local] 5 -5 77.0833 (best c=512.0, g=0.5, rate=83.7891)
[local] -1 -5 59.5052 (best c=512.0, g=0.5, rate=83.7891)
[local] 11 -5 84.9609 (best c=2048.0, g=0.03125, rate=84.9609)
[local] -3 -5 45.8984 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 9 -5 83.3333 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 3 -5 73.3724 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 -7 82.3568 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 -1 83.4635 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 -13 70.8333 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 1 82.0312 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 -11 76.4323 (best c=2048.0, g=0.03125, rate=84.9609)
[local] 15 -5 85.6771 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 5 -15 41.276 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -1 -15 34.5703 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 11 -15 55.2734 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -3 -15 34.5703 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 9 -15 49.4792 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 3 -15 38.151 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 15 -15 62.1094 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -7 36.3932 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -1 54.4922 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -13 36.0677 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 1 53.1901 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -11 38.3464 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -5 41.862 (best c=32768.0, g=0.03125, rate=85.6771)
[local] -5 -15 34.5703 (best c=32768.0, g=0.03125, rate=85.6771)
[local] 5 3 81.1198 (best c=32768.0, g=0.03125, rate=85.6771)
