[local] 5 -7 77.6042 (best c=32.0, g=0.0078125, rate=77.6042)
[local] -1 -7 65.1042 (best c=32.0, g=0.0078125, rate=77.6042)
[local] 5 -1 82.2917 (best c=32.0, g=0.5, rate=82.2917)
[local] -1 -1 73.4375 (best c=32.0, g=0.5, rate=82.2917)
[local] 11 -7 86.263 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -1 82.7474 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -13 64.3229 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -13 44.5964 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -13 70.5078 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -7 57.2266 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -1 60.1562 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -13 44.1406 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 1 80.2734 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 1 75.7812 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 1 65.1693 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -7 85.2865 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -1 82.6823 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -13 68.1641 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 1 80.7292 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -11 66.4714 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -11 55.599 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -11 75.5859 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -3 -11 46.6797 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 9 -11 72.8516 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -7 73.112 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -1 81.6406 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -13 62.1094 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 1 80.2083 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 3 -11 64.1927 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 5 -5 82.6172 (best c=2048.0, g=0.0078125, rate=86.263)
[local] -1 -5 67.5781 (best c=2048.0, g=0.0078125, rate=86.263)
[local] 11 -5 86.5885 (best c=2048.0, g=0.03125, rate=86.5885)
[local] -3 -5 61.5885 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 9 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 3 -5 78.3854 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 -7 86.5885 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 -1 82.7474 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 -13 80.1432 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 1 80.7292 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 -11 82.9427 (best c=2048.0, g=0.03125, rate=86.5885)
[local] 15 -5 86.7839 (best c=32768.0, g=0.03125, rate=86.7839)
[local] 5 -15 61.9792 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -1 -15 43.75 (best c=32768.0, g=0.03125, rate=86.7839)
[local] 11 -15 67.4479 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -3 -15 43.75 (best c=32768.0, g=0.03125, rate=86.7839)
[local] 9 -15 65.2995 (best c=32768.0, g=0.03125, rate=86.7839)
[local] 3 -15 55.9245 (best c=32768.0, g=0.03125, rate=86.7839)
[local] 15 -15 74.4141 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -7 50.9115 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -1 58.8542 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -13 44.1406 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 1 62.4349 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -11 46.6797 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -5 59.1146 (best c=32768.0, g=0.03125, rate=86.7839)
[local] -5 -15 43.75 (best c=32768.0, g=0.03125, rate=86.7839)
