[local] 5 -7 76.5625 (best c=32.0, g=0.0078125, rate=76.5625)
[local] -1 -7 59.6354 (best c=32.0, g=0.0078125, rate=76.5625)
[local] 5 -1 83.4635 (best c=32.0, g=0.5, rate=83.4635)
[local] -1 -1 73.0469 (best c=32.0, g=0.5, rate=83.4635)
[local] 11 -7 85.4167 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -1 83.2682 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -13 56.901 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -13 42.3828 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -13 70.7682 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -7 55.013 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -1 53.6458 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -13 42.1224 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 1 80.9245 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 1 73.9583 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 1 81.0547 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 1 56.1849 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -7 83.3333 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -1 83.138 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -13 64.5182 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 1 81.0547 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -11 61.849 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -11 49.6745 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -11 76.3021 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -11 43.8802 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -11 73.9583 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -7 74.0885 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -1 81.8359 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -13 54.8828 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 1 80.7943 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -11 57.487 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -5 80.2734 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -5 66.5365 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -5 86.7188 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -3 -5 59.0495 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 9 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 3 -5 77.1484 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -7 85.8073 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -1 83.2682 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -13 77.0182 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 1 81.0547 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -11 82.3568 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -5 86.6536 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 5 -15 54.1667 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -1 -15 41.9271 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 11 -15 63.9323 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -3 -15 41.9271 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 9 -15 59.6354 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 3 -15 51.4323 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -15 72.526 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -7 51.7578 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -1 50.0651 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -13 42.1224 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 1 53.3854 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -11 43.8151 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -5 44.6615 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -15 41.9271 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 5 3 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -1 3 76.1719 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 11 3 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -3 3 66.9922 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 9 3 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 3 3 79.2318 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 3 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 3 63.5417 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -7 79.8177 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -1 83.138 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -13 59.7005 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 1 81.0547 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -11 67.9688 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -5 84.7656 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -15 56.7057 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 3 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 5 -9 72.7214 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -1 -9 55.4036 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 11 -9 80.5339 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -3 -9 47.5911 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 9 -9 77.7995 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 3 -9 64.7786 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -9 82.9427 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -9 43.4245 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -9 75.4557 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -7 66.3411 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -1 77.2786 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -13 50.7812 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 1 79.362 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -11 54.8828 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -5 74.4792 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -15 42.1875 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 3 79.2969 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -9 58.9193 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 5 -3 84.1146 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -1 -3 73.5677 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 11 -3 85.612 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -3 -3 56.6406 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 9 -3 85.8073 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 3 -3 79.1667 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 15 -3 85.612 (best c=2048.0, g=0.03125, rate=86.7188)
[local] -5 -3 51.8229 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 7 -3 85.4818 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 1 -3 75.9766 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 -7 85.6771 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 -1 83.2682 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 -13 75.1302 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 1 81.0547 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 -11 77.7995 (best c=2048.0, g=0.03125, rate=86.7188)
[local] 13 -5 86.7839 (best c=8192.0, g=0.03125, rate=86.7839)
[local] 13 -15 67.1875 (best c=8192.0, g=0.03125, rate=86.7839)
[local] 13 3 79.362 (best c=8192.0, g=0.03125, rate=86.7839)
[local] 13 -9 83.3333 (best c=8192.0, g=0.03125, rate=86.7839)
[local] 13 -3 85.612 (best c=8192.0, g=0.03125, rate=86.7839)
8192.0 0.03125 86.7839
