[local] 5 -7 75.9115 (best c=32.0, g=0.0078125, rate=75.9115)
[local] -1 -7 59.2448 (best c=32.0, g=0.0078125, rate=75.9115)
[local] 5 -1 83.724 (best c=32.0, g=0.5, rate=83.724)
[local] -1 -1 73.0469 (best c=32.0, g=0.5, rate=83.724)
[local] 11 -7 86.5885 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -1 84.5703 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 -13 57.8125 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 -13 45.1823 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -13 69.6615 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -7 50.5208 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -1 62.8255 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -13 44.7266 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 1 81.3802 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 1 75.5208 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 1 81.901 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 1 62.7604 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -7 84.5703 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -1 84.5703 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -13 65.9505 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 1 81.901 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 -11 63.2161 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 -11 53.776 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -11 76.4974 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -3 -11 47.0703 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 9 -11 72.526 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 -7 71.7448 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 -1 82.1615 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 -13 55.9896 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 1 80.8594 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 3 -11 58.2031 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 5 -5 81.25 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] -1 -5 64.9089 (best c=2048.0, g=0.0078125, rate=86.5885)
[local] 11 -5 87.6302 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -3 -5 54.6875 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 9 -5 86.849 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 3 -5 76.0417 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -7 86.9141 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -1 84.5703 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -13 79.2318 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 1 81.901 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -11 83.3984 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -5 87.6953 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -15 55.4688 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -15 43.9453 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -15 65.3646 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -15 43.9453 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 -15 60.7422 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 -15 54.0365 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 -15 73.763 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -7 45.4427 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -1 59.2448 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -13 44.7266 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 1 60.8724 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -11 47.0703 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -5 51.9531 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -15 43.9453 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 3 77.7995 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 3 63.9974 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 3 80.4688 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 3 60.1562 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -7 81.6406 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -1 84.375 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -13 61.849 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 1 81.5104 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -11 67.9036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -5 85.3516 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -15 57.2917 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -9 70.8333 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -9 56.7057 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -9 82.0312 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -9 49.1536 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 -9 78.9714 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 -9 64.5182 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 -9 84.7656 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -9 47.0052 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -9 74.4792 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -7 64.7786 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -1 78.7109 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -13 53.776 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 1 79.2318 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -11 56.9661 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -5 71.5495 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -15 44.401 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 3 80.2734 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -9 59.1797 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 5 -3 84.8958 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -1 -3 71.2891 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 11 -3 87.5651 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -3 -3 62.4349 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 9 -3 87.5651 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 3 -3 80.7943 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 15 -3 87.5 (best c=32768.0, g=0.03125, rate=87.6953)
[local] -5 -3 59.8307 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 7 -3 86.5885 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 1 -3 75.3906 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -7 86.9792 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -1 84.5703 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -13 74.6094 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 1 81.901 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -11 82.0964 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -5 87.6302 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -15 68.6198 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 3 80.4036 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -9 83.724 (best c=32768.0, g=0.03125, rate=87.6953)
[local] 13 -3 87.5 (best c=32768.0, g=0.03125, rate=87.6953)
32768.0 0.03125 87.6953
