[local] 5 -7 70.8333 (best c=32.0, g=0.0078125, rate=70.8333)
[local] -1 -7 49.4141 (best c=32.0, g=0.0078125, rate=70.8333)
[local] 5 -1 82.3568 (best c=32.0, g=0.5, rate=82.3568)
[local] -1 -1 70.1172 (best c=32.0, g=0.5, rate=82.3568)
[local] 11 -7 78.4505 (best c=32.0, g=0.5, rate=82.3568)
[local] 11 -1 84.2448 (best c=2048.0, g=0.5, rate=84.2448)
[local] 5 -13 43.8802 (best c=2048.0, g=0.5, rate=84.2448)
[local] -1 -13 34.1146 (best c=2048.0, g=0.5, rate=84.2448)
[local] 11 -13 56.7708 (best c=2048.0, g=0.5, rate=84.2448)
[local] -3 -7 40.8203 (best c=2048.0, g=0.5, rate=84.2448)
[local] -3 -1 55.599 (best c=2048.0, g=0.5, rate=84.2448)
[local] -3 -13 33.7891 (best c=2048.0, g=0.5, rate=84.2448)
[local] 5 1 82.487 (best c=2048.0, g=0.5, rate=84.2448)
[local] -1 1 71.2891 (best c=2048.0, g=0.5, rate=84.2448)
[local] 11 1 82.3568 (best c=2048.0, g=0.5, rate=84.2448)
[local] -3 1 57.0312 (best c=2048.0, g=0.5, rate=84.2448)
[local] 9 -7 76.7578 (best c=2048.0, g=0.5, rate=84.2448)
[local] 9 -1 84.375 (best c=512.0, g=0.5, rate=84.375)
[local] 9 -13 52.7995 (best c=512.0, g=0.5, rate=84.375)
[local] 9 1 82.3568 (best c=512.0, g=0.5, rate=84.375)
[local] 5 -11 50.651 (best c=512.0, g=0.5, rate=84.375)
[local] -1 -11 38.2812 (best c=512.0, g=0.5, rate=84.375)
[local] 11 -11 66.862 (best c=512.0, g=0.5, rate=84.375)
[local] -3 -11 36.849 (best c=512.0, g=0.5, rate=84.375)
[local] 9 -11 63.3464 (best c=512.0, g=0.5, rate=84.375)
[local] 3 -7 63.737 (best c=512.0, g=0.5, rate=84.375)
[local] 3 -1 79.6224 (best c=512.0, g=0.5, rate=84.375)
[local] 3 -13 40.8854 (best c=512.0, g=0.5, rate=84.375)
[local] 3 1 80.1432 (best c=512.0, g=0.5, rate=84.375)
[local] 3 -11 45.7682 (best c=512.0, g=0.5, rate=84.375)
[local] 5 -5 74.9349 (best c=512.0, g=0.5, rate=84.375)
[local] -1 -5 56.25 (best c=512.0, g=0.5, rate=84.375)
[local] 11 -5 84.7005 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -3 -5 46.0286 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 9 -5 81.3802 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 3 -5 71.4844 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -7 82.3568 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -1 84.1146 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -13 67.1224 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 1 82.4219 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -11 75.0 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -5 84.7005 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 5 -15 40.1693 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -1 -15 33.4635 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 11 -15 51.3672 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -3 -15 33.4635 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 9 -15 48.0469 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 3 -15 37.2396 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -15 58.138 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -7 35.2214 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -1 51.8229 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -13 33.7891 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 1 55.6641 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -11 36.849 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -5 39.4531 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -15 33.4635 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 5 3 80.9245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -1 3 74.2188 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 11 3 80.9245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -3 3 61.1979 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 9 3 80.9245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 3 3 81.1198 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 3 80.9245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 3 59.7005 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -7 72.5911 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -1 84.5052 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -13 48.9583 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 1 82.3568 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -11 55.6641 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -5 78.125 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -15 43.4245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 3 80.9245 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 5 -9 60.612 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -1 -9 41.276 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 11 -9 73.5026 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -3 -9 37.8906 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 9 -9 70.1172 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 3 -9 52.8646 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 15 -9 80.0781 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -5 -9 37.5 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 7 -9 66.9271 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -7 55.3385 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -1 74.1536 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -13 37.6302 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 1 76.8229 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -11 41.4062 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -5 66.276 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -15 33.4635 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 3 79.1667 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 1 -9 48.3073 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 5 -3 80.4688 (best c=2048.0, g=0.03125, rate=84.7005)
[local] -1 -3 66.9922 (best c=2048.0, g=0.03125, rate=84.7005)
[local] 11 -3 86.1328 (best c=2048.0, g=0.125, rate=86.1328)
[local] -3 -3 51.0417 (best c=2048.0, g=0.125, rate=86.1328)
[local] 9 -3 86.0026 (best c=2048.0, g=0.125, rate=86.1328)
