[local] 5 -7 76.9531 (best c=32.0, g=0.0078125, rate=76.9531)
[local] -1 -7 66.1458 (best c=32.0, g=0.0078125, rate=76.9531)
[local] 5 -1 82.7474 (best c=32.0, g=0.5, rate=82.7474)
[local] -1 -1 72.526 (best c=32.0, g=0.5, rate=82.7474)
[local] 11 -7 86.7839 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 11 -1 82.8125 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 5 -13 65.0391 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -1 -13 44.0755 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 11 -13 72.526 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -3 -7 60.3516 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -3 -1 53.125 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -3 -13 43.75 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 5 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -1 1 76.6276 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 11 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -3 1 60.2865 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 9 -7 86.5885 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 9 -1 82.8125 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 9 -13 68.3594 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 9 1 81.5755 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 5 -11 67.4479 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -1 -11 57.1615 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 11 -11 77.7344 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -3 -11 45.5729 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 9 -11 73.8932 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 3 -7 73.2422 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 3 -1 82.0964 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 3 -13 64.5833 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 3 1 81.5104 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 3 -11 65.4948 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 5 -5 82.9427 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] -1 -5 69.4661 (best c=2048.0, g=0.0078125, rate=86.7839)
[local] 11 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -5 57.5521 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -5 87.1094 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -5 77.4089 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -7 86.7188 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -1 82.8125 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -13 82.0312 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 1 81.5755 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -11 83.3984 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -15 64.5833 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -15 42.9688 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -15 67.8385 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -15 42.9688 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -15 66.0156 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -15 58.3333 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -15 75.5859 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -7 57.1615 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -1 50.4557 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -13 43.75 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 1 57.4219 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -11 45.3125 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -5 51.888 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -15 42.9688 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 3 77.6042 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 3 67.3177 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 3 63.3464 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -7 82.8125 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -1 82.8125 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -13 66.6016 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 1 81.5755 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -11 70.638 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -5 86.7188 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -15 65.2344 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -9 72.2005 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -9 65.6901 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -9 84.1146 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -9 54.4271 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -9 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -9 68.6198 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -9 83.7891 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -9 49.2839 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -9 74.7396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -7 69.5964 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -1 79.6875 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -13 58.0078 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 1 80.7292 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -11 64.7786 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -5 73.5677 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -15 43.9453 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 3 79.1667 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -9 66.4062 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 5 -3 85.3516 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -1 -3 72.7865 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 11 -3 85.7422 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -3 -3 53.4505 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 9 -3 86.0026 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 3 -3 81.901 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 15 -3 85.7422 (best c=2048.0, g=0.03125, rate=87.2396)
[local] -5 -3 49.8698 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 7 -3 85.9375 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 1 -3 76.5625 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -7 86.7839 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -1 82.8125 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -13 76.237 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 1 81.5755 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -11 81.7057 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -15 71.8099 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 3 79.2318 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -9 84.2448 (best c=2048.0, g=0.03125, rate=87.2396)
[local] 13 -3 85.7422 (best c=2048.0, g=0.03125, rate=87.2396)
2048.0 0.03125 87.2396
