[local] 5 -7 77.5391 (best c=32.0, g=0.0078125, rate=77.5391)
[local] -1 -7 64.5833 (best c=32.0, g=0.0078125, rate=77.5391)
[local] 5 -1 82.487 (best c=32.0, g=0.5, rate=82.487)
[local] -1 -1 73.8932 (best c=32.0, g=0.5, rate=82.487)
[local] 11 -7 86.849 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 11 -1 82.5521 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 5 -13 64.5833 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -1 -13 44.7917 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 11 -13 72.3958 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -3 -7 60.6771 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -3 -1 59.375 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -3 -13 44.8568 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 5 1 80.9245 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -1 1 75.2604 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 11 1 80.9245 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -3 1 66.7969 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 9 -7 86.1979 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 9 -1 82.5521 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 9 -13 67.1875 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 9 1 80.9245 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 5 -11 65.8854 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -1 -11 57.5521 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 11 -11 78.2552 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -3 -11 46.1589 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 9 -11 73.5026 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 3 -7 72.9167 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 3 -1 81.7708 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 3 -13 64.974 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 3 1 80.8594 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 3 -11 64.5833 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 5 -5 83.9844 (best c=2048.0, g=0.0078125, rate=86.849)
[local] -1 -5 67.8385 (best c=2048.0, g=0.0078125, rate=86.849)
[local] 11 -5 87.6302 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -3 -5 59.6354 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 9 -5 87.2396 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 3 -5 78.3854 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -7 86.849 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -1 82.5521 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -13 80.9896 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 1 80.9245 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -11 83.2031 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -5 87.6302 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 5 -15 65.2344 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -1 -15 45.0521 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 11 -15 65.8854 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -3 -15 45.0521 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 9 -15 64.8438 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 3 -15 58.7891 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -15 77.0833 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -7 55.7943 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -1 55.8594 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -13 44.8568 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 1 63.0208 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -11 46.0938 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -5 55.8594 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 -15 45.0521 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 5 3 78.6458 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -1 3 77.4089 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 11 3 78.6458 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -3 3 70.1823 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 9 3 78.6458 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 3 3 78.6458 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 3 78.776 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -5 3 66.2109 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -7 83.5938 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -1 82.5521 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -13 65.1693 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 1 80.9245 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -11 69.2708 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -5 86.5885 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 -15 64.7135 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 7 3 78.6458 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 5 -9 71.1589 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -1 -9 64.2578 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 11 -9 83.2682 (best c=2048.0, g=0.03125, rate=87.6302)
[local] -3 -9 53.8411 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 9 -9 81.1198 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 3 -9 66.862 (best c=2048.0, g=0.03125, rate=87.6302)
[local] 15 -9 84.7005 (best c=2048.0, g=0.03125, rate=87.6302)
