[local] 5 -7 75.5208 (best c=32.0, g=0.0078125, rate=75.5208)
[local] -1 -7 60.2214 (best c=32.0, g=0.0078125, rate=75.5208)
[local] 5 -1 82.8125 (best c=32.0, g=0.5, rate=82.8125)
[local] -1 -1 71.5495 (best c=32.0, g=0.5, rate=82.8125)
[local] 11 -7 85.5469 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -1 82.6823 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 -13 59.9609 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 -13 43.75 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -13 69.3359 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -7 53.7109 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -1 51.7578 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -13 43.4896 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 1 80.2083 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 1 74.8698 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 1 80.2083 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 1 61.1328 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 -7 83.6589 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 -1 82.8125 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 -13 64.9089 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 1 80.2083 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 -11 62.6953 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 -11 54.4271 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -11 75.651 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -3 -11 44.4661 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 9 -11 71.4193 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 3 -7 71.5495 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 3 -1 81.3151 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 3 -13 58.2682 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 3 1 79.7526 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 3 -11 60.3516 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 5 -5 80.9896 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] -1 -5 65.6901 (best c=2048.0, g=0.0078125, rate=85.5469)
[local] 11 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -5 55.6641 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 -5 85.9375 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 -5 75.2604 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -7 85.9375 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -1 82.6823 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -13 78.3854 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 1 80.2083 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -11 80.9896 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 5 -15 58.0729 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -1 -15 43.2292 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 11 -15 64.7786 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -15 43.2292 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 -15 61.3281 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 -15 55.7292 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -15 72.2005 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -7 48.112 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -1 50.7161 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -13 43.4896 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 1 57.5521 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -11 44.401 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -5 52.2786 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -15 43.2292 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 5 3 78.9062 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -1 3 76.237 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 11 3 78.9062 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 3 67.0573 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 3 78.9062 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 3 78.9062 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 3 79.1016 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 3 62.4349 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -7 80.3385 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -1 83.2031 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -13 61.7188 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 1 80.2083 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -11 66.4714 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -5 84.4401 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -15 59.8307 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 3 78.9062 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 5 -9 71.0938 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -1 -9 57.6172 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 11 -9 81.8359 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -9 49.8698 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 -9 78.6458 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 -9 64.1276 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -9 83.0729 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -5 -9 46.0286 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 7 -9 72.9818 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -7 65.6901 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -1 78.3854 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -13 55.013 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 1 78.776 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -11 58.0078 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -5 71.4844 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -15 43.4245 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 3 78.6458 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 1 -9 60.8073 (best c=2048.0, g=0.03125, rate=86.3932)
