[local] 5 -7 73.8281 (best c=32.0, g=0.0078125, rate=73.8281)
[local] -1 -7 55.0781 (best c=32.0, g=0.0078125, rate=73.8281)
[local] 5 -1 83.4635 (best c=32.0, g=0.5, rate=83.4635)
[local] -1 -1 71.4193 (best c=32.0, g=0.5, rate=83.4635)
[local] 11 -7 83.9844 (best c=2048.0, g=0.0078125, rate=83.9844)
[local] 11 -1 84.1797 (best c=2048.0, g=0.5, rate=84.1797)
[local] 5 -13 52.0833 (best c=2048.0, g=0.5, rate=84.1797)
[local] -1 -13 39.7135 (best c=2048.0, g=0.5, rate=84.1797)
[local] 11 -13 66.276 (best c=2048.0, g=0.5, rate=84.1797)
[local] -3 -7 48.112 (best c=2048.0, g=0.5, rate=84.1797)
[local] -3 -1 53.4505 (best c=2048.0, g=0.5, rate=84.1797)
[local] -3 -13 39.8438 (best c=2048.0, g=0.5, rate=84.1797)
[local] 5 1 81.25 (best c=2048.0, g=0.5, rate=84.1797)
[local] -1 1 74.0885 (best c=2048.0, g=0.5, rate=84.1797)
[local] 11 1 82.8125 (best c=2048.0, g=0.5, rate=84.1797)
[local] -3 1 54.2969 (best c=2048.0, g=0.5, rate=84.1797)
[local] 9 -7 82.2266 (best c=2048.0, g=0.5, rate=84.1797)
[local] 9 -1 84.1797 (best c=512.0, g=0.5, rate=84.1797)
[local] 9 -13 60.7422 (best c=512.0, g=0.5, rate=84.1797)
[local] 9 1 82.8125 (best c=512.0, g=0.5, rate=84.1797)
[local] 5 -11 58.4635 (best c=512.0, g=0.5, rate=84.1797)
[local] -1 -11 44.5312 (best c=512.0, g=0.5, rate=84.1797)
[local] 11 -11 73.3073 (best c=512.0, g=0.5, rate=84.1797)
[local] -3 -11 41.4062 (best c=512.0, g=0.5, rate=84.1797)
[local] 9 -11 70.2474 (best c=512.0, g=0.5, rate=84.1797)
[local] 3 -7 69.8568 (best c=512.0, g=0.5, rate=84.1797)
[local] 3 -1 81.3151 (best c=512.0, g=0.5, rate=84.1797)
[local] 3 -13 48.3073 (best c=512.0, g=0.5, rate=84.1797)
[local] 3 1 80.6641 (best c=512.0, g=0.5, rate=84.1797)
[local] 3 -11 53.5807 (best c=512.0, g=0.5, rate=84.1797)
[local] 5 -5 78.9714 (best c=512.0, g=0.5, rate=84.1797)
[local] -1 -5 62.5651 (best c=512.0, g=0.5, rate=84.1797)
[local] 11 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.3932)
[local] -3 -5 49.2188 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 9 -5 85.8724 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 3 -5 76.0417 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -7 84.375 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -1 84.1797 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -13 75.7812 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 1 82.8125 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -11 80.013 (best c=2048.0, g=0.03125, rate=86.3932)
[local] 15 -5 86.7188 (best c=32768.0, g=0.03125, rate=86.7188)
[local] 5 -15 47.8516 (best c=32768.0, g=0.03125, rate=86.7188)
[local] -1 -15 37.6302 (best c=32768.0, g=0.03125, rate=86.7188)
[local] 11 -15 59.4401 (best c=32768.0, g=0.03125, rate=86.7188)
[local] -3 -15 37.6302 (best c=32768.0, g=0.03125, rate=86.7188)
[local] 9 -15 57.0964 (best c=32768.0, g=0.03125, rate=86.7188)
[local] 3 -15 44.5312 (best c=32768.0, g=0.03125, rate=86.7188)
[local] 15 -15 66.862 (best c=32768.0, g=0.03125, rate=86.7188)
[local] -5 -7 44.7917 (best c=32768.0, g=0.03125, rate=86.7188)
[local] -5 -1 50.3255 (best c=32768.0, g=0.03125, rate=86.7188)
[local] -5 -13 39.8438 (best c=32768.0, g=0.03125, rate=86.7188)
