[local] 5 -7 73.3073 (best c=32.0, g=0.0078125, rate=73.3073)
[local] -1 -7 53.125 (best c=32.0, g=0.0078125, rate=73.3073)
[local] 5 -1 85.2865 (best c=32.0, g=0.5, rate=85.2865)
[local] -1 -1 72.6562 (best c=32.0, g=0.5, rate=85.2865)
[local] 11 -7 82.7474 (best c=32.0, g=0.5, rate=85.2865)
[local] 11 -1 85.7422 (best c=2048.0, g=0.5, rate=85.7422)
[local] 5 -13 46.5495 (best c=2048.0, g=0.5, rate=85.7422)
[local] -1 -13 36.849 (best c=2048.0, g=0.5, rate=85.7422)
[local] 11 -13 62.0443 (best c=2048.0, g=0.5, rate=85.7422)
[local] -3 -7 44.0755 (best c=2048.0, g=0.5, rate=85.7422)
[local] -3 -1 56.8359 (best c=2048.0, g=0.5, rate=85.7422)
[local] -3 -13 36.849 (best c=2048.0, g=0.5, rate=85.7422)
[local] 5 1 83.138 (best c=2048.0, g=0.5, rate=85.7422)
[local] -1 1 72.7214 (best c=2048.0, g=0.5, rate=85.7422)
[local] 11 1 83.2031 (best c=2048.0, g=0.5, rate=85.7422)
[local] -3 1 57.7474 (best c=2048.0, g=0.5, rate=85.7422)
[local] 9 -7 80.8594 (best c=2048.0, g=0.5, rate=85.7422)
[local] 9 -1 85.8073 (best c=512.0, g=0.5, rate=85.8073)
[local] 9 -13 56.7708 (best c=512.0, g=0.5, rate=85.8073)
[local] 9 1 83.2031 (best c=512.0, g=0.5, rate=85.8073)
[local] 5 -11 53.3854 (best c=512.0, g=0.5, rate=85.8073)
[local] -1 -11 39.7135 (best c=512.0, g=0.5, rate=85.8073)
[local] 11 -11 70.2474 (best c=512.0, g=0.5, rate=85.8073)
[local] -3 -11 38.9323 (best c=512.0, g=0.5, rate=85.8073)
[local] 9 -11 67.5781 (best c=512.0, g=0.5, rate=85.8073)
[local] 3 -7 69.2057 (best c=512.0, g=0.5, rate=85.8073)
[local] 3 -1 82.8776 (best c=512.0, g=0.5, rate=85.8073)
[local] 3 -13 42.5781 (best c=512.0, g=0.5, rate=85.8073)
[local] 3 1 82.2917 (best c=512.0, g=0.5, rate=85.8073)
[local] 3 -11 50.3906 (best c=512.0, g=0.5, rate=85.8073)
[local] 5 -5 77.6042 (best c=512.0, g=0.5, rate=85.8073)
[local] -1 -5 58.9193 (best c=512.0, g=0.5, rate=85.8073)
[local] 11 -5 86.9141 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -5 47.5911 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -5 85.612 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -5 74.8698 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -7 85.026 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -1 85.7422 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -13 70.2474 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 1 83.2031 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -11 78.776 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -5 86.7839 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 5 -15 41.6016 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -1 -15 37.2396 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 11 -15 54.7526 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -3 -15 37.2396 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 9 -15 50.9766 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 3 -15 38.6068 (best c=2048.0, g=0.03125, rate=86.9141)
[local] 15 -15 63.3464 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -7 38.2161 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -1 53.125 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -13 36.849 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 1 55.7943 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -11 38.9323 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -5 41.0807 (best c=2048.0, g=0.03125, rate=86.9141)
[local] -5 -15 37.2396 (best c=2048.0, g=0.03125, rate=86.9141)
