[local] 5 -7 76.4974 (best c=32.0, g=0.0078125, rate=76.4974)
[local] -1 -7 61.0026 (best c=32.0, g=0.0078125, rate=76.4974)
[local] 5 -1 83.8542 (best c=32.0, g=0.5, rate=83.8542)
[local] -1 -1 73.1771 (best c=32.0, g=0.5, rate=83.8542)
[local] 11 -7 85.612 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -1 84.0495 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 -13 58.7891 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 -13 47.5911 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -13 70.3776 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -7 53.8411 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -1 56.3802 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -13 46.8099 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 1 81.901 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 1 75.1953 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 1 82.0312 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 1 64.3229 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -7 83.6589 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -1 83.9844 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -13 64.7135 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 1 82.0312 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 -11 63.6719 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 -11 52.5391 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -11 76.9531 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -3 -11 48.112 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 9 -11 73.5026 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -7 71.9401 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -1 82.2917 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -13 56.9661 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 1 81.3802 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 3 -11 59.1797 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 5 -5 81.3151 (best c=2048.0, g=0.0078125, rate=85.612)
[local] -1 -5 66.4714 (best c=2048.0, g=0.0078125, rate=85.612)
[local] 11 -5 86.849 (best c=2048.0, g=0.03125, rate=86.849)
[local] -3 -5 58.9844 (best c=2048.0, g=0.03125, rate=86.849)
[local] 9 -5 86.1328 (best c=2048.0, g=0.03125, rate=86.849)
[local] 3 -5 77.0833 (best c=2048.0, g=0.03125, rate=86.849)
[local] 15 -7 86.0677 (best c=2048.0, g=0.03125, rate=86.849)
[local] 15 -1 84.0495 (best c=2048.0, g=0.03125, rate=86.849)
[local] 15 -13 78.7109 (best c=2048.0, g=0.03125, rate=86.849)
[local] 15 1 82.0312 (best c=2048.0, g=0.03125, rate=86.849)
