[local] 5 -7 75.1953 (best c=32.0, g=0.0078125, rate=75.1953)
[local] -1 -7 60.8724 (best c=32.0, g=0.0078125, rate=75.1953)
[local] 5 -1 83.2682 (best c=32.0, g=0.5, rate=83.2682)
[local] -1 -1 71.3542 (best c=32.0, g=0.5, rate=83.2682)
[local] 11 -7 85.4167 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -1 83.7891 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -13 59.3099 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -13 44.3359 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -13 69.401 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -7 53.8411 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -1 50.9115 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -13 43.4245 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 1 80.599 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 1 73.6979 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 1 81.3151 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 1 55.599 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -7 84.2448 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -1 83.6589 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -13 65.2344 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 1 81.3151 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -11 62.2396 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -11 54.8177 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -11 75.5208 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -11 46.0938 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -11 71.6797 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -7 71.0938 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -1 82.0312 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -13 57.8125 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 1 80.1432 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -11 59.9609 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -5 79.362 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -5 64.2578 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -5 86.7839 (best c=2048.0, g=0.03125, rate=86.7839)
[local] -3 -5 57.6823 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 9 -5 86.3932 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 3 -5 75.1302 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 -7 86.1979 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 -1 83.7891 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 -13 77.6042 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 1 81.3151 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 -11 82.2917 (best c=2048.0, g=0.03125, rate=86.7839)
[local] 15 -5 87.1094 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 5 -15 57.6172 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -1 -15 42.4479 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 11 -15 64.7786 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -3 -15 42.4479 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 9 -15 61.9792 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 3 -15 55.2734 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 15 -15 72.5911 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -7 52.0833 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -1 44.4661 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -13 43.4245 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 1 49.5443 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -11 45.8984 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -5 56.0547 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -5 -15 42.4479 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 5 3 79.5573 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -1 3 76.4323 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 11 3 79.5573 (best c=32768.0, g=0.03125, rate=87.1094)
[local] -3 3 66.5365 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 9 3 79.5573 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 3 3 79.4271 (best c=32768.0, g=0.03125, rate=87.1094)
[local] 15 3 79.5573 (best c=32768.0, g=0.03125, rate=87.1094)
