[local] 5 -7 76.6927 (best c=32.0, g=0.0078125, rate=76.6927)
[local] -1 -7 64.1276 (best c=32.0, g=0.0078125, rate=76.6927)
[local] 5 -1 83.2682 (best c=32.0, g=0.5, rate=83.2682)
[local] -1 -1 71.2891 (best c=32.0, g=0.5, rate=83.2682)
[local] 11 -7 87.1745 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -1 83.7891 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -13 65.3646 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -13 45.0521 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -13 72.0703 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -7 61.5885 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -1 57.5521 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -13 44.9219 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 1 81.7708 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 1 76.4323 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 1 81.8359 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 1 64.7786 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -7 86.0677 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -1 83.7891 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -13 67.8385 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 1 81.8359 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -11 67.0573 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -11 56.7057 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -11 78.2552 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -11 45.5729 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -11 73.5026 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -7 73.3073 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -1 81.9661 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -13 64.6484 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 1 81.5104 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -11 65.3646 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -5 83.3984 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -5 67.3828 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -5 87.9557 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -5 60.1562 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -5 87.6302 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -5 76.5625 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -7 87.2396 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -1 83.7891 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -13 81.4453 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 1 81.8359 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -11 81.9661 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -5 87.9557 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 -15 64.6484 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 -15 44.6615 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 -15 66.9922 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -15 44.6615 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -15 66.2109 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -15 59.0495 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -15 76.0417 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -7 59.1146 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -1 55.4036 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -13 44.9219 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 1 63.8021 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -11 45.5729 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -5 57.4219 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -15 44.6615 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 3 77.0833 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 3 63.8021 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 3 61.9792 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -7 83.138 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -1 83.5938 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -13 66.4714 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 1 81.8359 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -11 69.8568 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -5 86.3281 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -15 65.2344 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 3 78.4505 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 -9 72.1354 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 -9 64.3229 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 -9 83.0729 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -9 50.1953 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -9 81.25 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -9 67.8385 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -9 84.375 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -9 46.6146 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -9 74.9349 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -7 67.9688 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -1 78.9714 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -13 58.4635 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 1 80.6641 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -11 64.4531 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -5 72.8516 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -15 44.7917 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 3 78.1901 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -9 65.4297 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 5 -3 85.2865 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -1 -3 71.8099 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 11 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -3 -3 58.0729 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 9 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 3 -3 82.3568 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 15 -3 86.3281 (best c=2048.0, g=0.03125, rate=87.9557)
[local] -5 -3 55.0781 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 7 -3 86.0026 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 1 -3 75.1953 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 13 -7 87.3698 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 13 -1 83.7891 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 13 -13 77.0833 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 13 1 81.8359 (best c=2048.0, g=0.03125, rate=87.9557)
[local] 13 -11 81.7708 (best c=2048.0, g=0.03125, rate=87.9557)
