[local] 5 -7 78.125 (best c=32.0, g=0.0078125, rate=78.125)
[local] -1 -7 61.5234 (best c=32.0, g=0.0078125, rate=78.125)
[local] 5 -1 83.8542 (best c=32.0, g=0.5, rate=83.8542)
[local] -1 -1 73.6979 (best c=32.0, g=0.5, rate=83.8542)
[local] 11 -7 87.1745 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -1 84.0495 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -13 61.5234 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -13 47.1354 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -13 72.2005 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -7 58.0078 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -1 49.8047 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -13 46.9401 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 1 82.0964 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 1 75.1302 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 1 82.0964 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 1 51.3021 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -7 85.2214 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -1 84.4401 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -13 66.862 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 1 82.0964 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -11 65.4297 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -11 55.1432 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -11 77.0833 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -11 48.0469 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -11 74.7396 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -7 73.8281 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -1 82.5521 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -13 59.7005 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 1 81.901 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -11 62.3047 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -5 82.3568 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -5 68.099 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -5 87.5651 (best c=2048.0, g=0.03125, rate=87.5651)
[local] -3 -5 57.8776 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 9 -5 87.3047 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 3 -5 78.776 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 -7 87.1745 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 -1 84.0495 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 -13 81.4453 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 1 82.0964 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 -11 83.5938 (best c=2048.0, g=0.03125, rate=87.5651)
[local] 15 -5 87.5651 (best c=2048.0, g=0.03125, rate=87.5651)
