[local] 5 -7 68.0339 (best c=32.0, g=0.0078125, rate=68.0339)
[local] -1 -7 47.6562 (best c=32.0, g=0.0078125, rate=68.0339)
[local] 5 -1 84.0495 (best c=32.0, g=0.5, rate=84.0495)
[local] -1 -1 71.3542 (best c=32.0, g=0.5, rate=84.0495)
[local] 11 -7 75.7161 (best c=32.0, g=0.5, rate=84.0495)
[local] 11 -1 84.5052 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -13 42.3828 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -13 31.901 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -13 53.776 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -7 38.6068 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -1 59.7656 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -13 31.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 1 82.0312 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 1 72.1354 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 1 82.6172 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 1 54.1016 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -7 74.9349 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -1 84.4401 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -13 46.875 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 1 82.6172 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -11 47.0703 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -11 33.9193 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -11 63.8021 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -11 30.8594 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -11 58.3984 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -7 60.2214 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -1 78.8411 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -13 36.5234 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 1 81.3151 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -11 43.8802 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -5 75.0651 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -5 53.3203 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -5 83.2682 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -5 49.0234 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -5 80.3385 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -5 72.3958 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -7 81.3802 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -1 84.5052 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -13 63.8672 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 1 82.5521 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -11 72.0703 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -5 83.8542 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -15 36.6536 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -15 29.4922 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -15 45.3125 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -15 29.4922 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -15 42.4479 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -15 33.2682 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -15 54.0365 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -7 35.2214 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -1 50.651 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -13 31.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 1 51.3672 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -11 30.7292 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -5 41.6667 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -15 29.4922 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 3 81.6406 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 3 76.237 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 3 81.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 3 56.25 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 3 81.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 3 81.1849 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 3 81.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 3 55.6641 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -7 72.4609 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -1 84.375 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -13 46.0938 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 1 82.487 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -11 52.2135 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -5 76.6927 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -15 41.2109 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 3 81.7708 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -9 56.901 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -9 39.1927 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -9 72.7214 (best c=2048.0, g=0.5, rate=84.5052)
[local] -3 -9 35.2865 (best c=2048.0, g=0.5, rate=84.5052)
[local] 9 -9 68.9453 (best c=2048.0, g=0.5, rate=84.5052)
[local] 3 -9 50.7812 (best c=2048.0, g=0.5, rate=84.5052)
[local] 15 -9 76.0417 (best c=2048.0, g=0.5, rate=84.5052)
[local] -5 -9 34.4401 (best c=2048.0, g=0.5, rate=84.5052)
[local] 7 -9 62.0443 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -7 51.9531 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -1 75.2604 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -13 32.8776 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 1 77.4089 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -11 38.3464 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -5 65.0391 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -15 29.6875 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 3 80.2734 (best c=2048.0, g=0.5, rate=84.5052)
[local] 1 -9 46.6146 (best c=2048.0, g=0.5, rate=84.5052)
[local] 5 -3 78.776 (best c=2048.0, g=0.5, rate=84.5052)
[local] -1 -3 67.3177 (best c=2048.0, g=0.5, rate=84.5052)
[local] 11 -3 86.1979 (best c=2048.0, g=0.125, rate=86.1979)
[local] -3 -3 50.651 (best c=2048.0, g=0.125, rate=86.1979)
[local] 9 -3 85.5469 (best c=2048.0, g=0.125, rate=86.1979)
[local] 3 -3 76.237 (best c=2048.0, g=0.125, rate=86.1979)
[local] 15 -3 86.1328 (best c=2048.0, g=0.125, rate=86.1979)
[local] -5 -3 43.4896 (best c=2048.0, g=0.125, rate=86.1979)
