[local] 5 -7 75.3906 (best c=32.0, g=0.0078125, rate=75.3906)
[local] -1 -7 65.5599 (best c=32.0, g=0.0078125, rate=75.3906)
[local] 5 -1 82.0312 (best c=32.0, g=0.5, rate=82.0312)
[local] -1 -1 72.4609 (best c=32.0, g=0.5, rate=82.0312)
[local] 11 -7 85.4167 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -1 82.4219 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -13 65.1042 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -13 46.7448 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -13 69.6615 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -7 61.5234 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -1 54.2969 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -13 46.5495 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 1 80.4036 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 1 73.8932 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 1 80.4688 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 1 57.0964 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -7 84.1146 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -1 82.4219 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -13 67.9688 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 1 80.4688 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -11 66.9922 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -11 58.0729 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -11 76.6927 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -3 -11 46.5495 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 9 -11 72.0703 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -7 70.5078 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -1 81.0547 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -13 65.2344 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 1 80.2734 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 3 -11 65.2344 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 5 -5 81.7708 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] -1 -5 67.7734 (best c=2048.0, g=0.0078125, rate=85.4167)
[local] 11 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -3 -5 57.3568 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 9 -5 86.0677 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 3 -5 76.237 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -7 85.4818 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -1 82.4219 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -13 80.3385 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 1 80.4688 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -11 82.6823 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -5 86.3281 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 5 -15 65.5599 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -1 -15 46.6146 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 11 -15 67.7083 (best c=2048.0, g=0.03125, rate=86.3281)
[local] -3 -15 46.6146 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 9 -15 66.4714 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 3 -15 59.7656 (best c=2048.0, g=0.03125, rate=86.3281)
[local] 15 -15 74.0885 (best c=2048.0, g=0.03125, rate=86.3281)
