[local] 5 -7 76.1068 (best c=32.0, g=0.0078125, rate=76.1068)
[local] -1 -7 62.6953 (best c=32.0, g=0.0078125, rate=76.1068)
[local] 5 -1 83.5938 (best c=32.0, g=0.5, rate=83.5938)
[local] -1 -1 72.0703 (best c=32.0, g=0.5, rate=83.5938)
[local] 11 -7 87.1745 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -1 83.7891 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -13 63.3464 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -13 44.6615 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -13 72.0703 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -7 58.2031 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -1 52.1484 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -13 44.4661 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 1 82.487 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 1 75.0 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 1 82.5521 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 1 66.4714 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -7 86.263 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -1 83.7891 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -13 66.7969 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 1 82.5521 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -11 65.625 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -11 55.7292 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -11 76.6276 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -3 -11 44.7266 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 9 -11 72.9167 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -7 72.2005 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -1 82.0964 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -13 62.2396 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 1 82.0964 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 3 -11 63.4115 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 5 -5 82.6172 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] -1 -5 66.9922 (best c=2048.0, g=0.0078125, rate=87.1745)
[local] 11 -5 88.151 (best c=2048.0, g=0.03125, rate=88.151)
[local] -3 -5 56.5104 (best c=2048.0, g=0.03125, rate=88.151)
[local] 9 -5 87.7604 (best c=2048.0, g=0.03125, rate=88.151)
[local] 3 -5 76.6927 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -7 87.4349 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -1 83.724 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -13 81.25 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 1 82.5521 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -11 82.8776 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -5 88.151 (best c=2048.0, g=0.03125, rate=88.151)
[local] 5 -15 62.2396 (best c=2048.0, g=0.03125, rate=88.151)
[local] -1 -15 44.2708 (best c=2048.0, g=0.03125, rate=88.151)
[local] 11 -15 65.8203 (best c=2048.0, g=0.03125, rate=88.151)
[local] -3 -15 44.2708 (best c=2048.0, g=0.03125, rate=88.151)
[local] 9 -15 64.974 (best c=2048.0, g=0.03125, rate=88.151)
[local] 3 -15 58.724 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -15 75.5208 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -7 52.474 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -1 50.7161 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -13 44.4661 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 1 64.388 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -11 44.5964 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -5 52.6693 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -15 44.2708 (best c=2048.0, g=0.03125, rate=88.151)
[local] 5 3 79.5573 (best c=2048.0, g=0.03125, rate=88.151)
[local] -1 3 76.8229 (best c=2048.0, g=0.03125, rate=88.151)
[local] 11 3 79.5573 (best c=2048.0, g=0.03125, rate=88.151)
[local] -3 3 66.2109 (best c=2048.0, g=0.03125, rate=88.151)
[local] 9 3 79.5573 (best c=2048.0, g=0.03125, rate=88.151)
[local] 3 3 79.5573 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 3 79.6875 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 3 62.2396 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -7 81.901 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -1 83.5938 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -13 65.2344 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 1 82.5521 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -11 69.0755 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -5 86.7188 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -15 63.4766 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 3 79.5573 (best c=2048.0, g=0.03125, rate=88.151)
[local] 5 -9 71.0286 (best c=2048.0, g=0.03125, rate=88.151)
[local] -1 -9 62.3047 (best c=2048.0, g=0.03125, rate=88.151)
[local] 11 -9 83.2031 (best c=2048.0, g=0.03125, rate=88.151)
[local] -3 -9 52.7995 (best c=2048.0, g=0.03125, rate=88.151)
[local] 9 -9 79.1016 (best c=2048.0, g=0.03125, rate=88.151)
[local] 3 -9 65.8203 (best c=2048.0, g=0.03125, rate=88.151)
[local] 15 -9 84.7005 (best c=2048.0, g=0.03125, rate=88.151)
[local] -5 -9 49.4141 (best c=2048.0, g=0.03125, rate=88.151)
[local] 7 -9 74.2188 (best c=2048.0, g=0.03125, rate=88.151)
[local] 1 -7 66.5365 (best c=2048.0, g=0.03125, rate=88.151)
[local] 1 -1 78.6458 (best c=2048.0, g=0.03125, rate=88.151)
[local] 1 -13 58.4635 (best c=2048.0, g=0.03125, rate=88.151)
